#observation_name	sampleA_R1	sampleB_R1
Cluster_1242	2	0
Cluster_1243	2	0
Cluster_1244	2	0
Cluster_1245	2	0
Cluster_1246	2	0
Cluster_1247	3	0
Cluster_1248	3	0
Cluster_1249	2	0
Cluster_1250	2	0
Cluster_1251	2	0
Cluster_1252	2	0
Cluster_1253	7	0
Cluster_1254	2	0
Cluster_1255	2	0
Cluster_1256	3	0
Cluster_1257	3	0
Cluster_1258	3	0
Cluster_1259	2	0
Cluster_1260	3	0
Cluster_1261	2	0
Cluster_1262	2	0
Cluster_1263	3	0
Cluster_1264	19	0
Cluster_1265	2	0
Cluster_1266	2	0
Cluster_1267	14	0
Cluster_1268	2	0
Cluster_1269	2	0
Cluster_1270	2	0
Cluster_1271	2	0
Cluster_1272	2	0
Cluster_1273	3	0
Cluster_1274	3	0
Cluster_1275	2	0
Cluster_1276	5	0
Cluster_1277	2	0
Cluster_1278	5	0
Cluster_1279	2	0
Cluster_1280	2	0
Cluster_1281	2	0
Cluster_1282	4	0
Cluster_1283	3	0
Cluster_1284	2	0
Cluster_1285	7	0
Cluster_1286	2	0
Cluster_1287	2	0
Cluster_1288	10	0
Cluster_1289	3	0
Cluster_1290	2	0
Cluster_1291	2	0
Cluster_1292	2	0
Cluster_1293	3	0
Cluster_1294	2	0
Cluster_1295	3	0
Cluster_1296	3	0
Cluster_1297	2	0
Cluster_1298	4	0
Cluster_1299	2	0
Cluster_1300	2	0
Cluster_1301	5	0
Cluster_1302	11	0
Cluster_1303	2	0
Cluster_1304	2	0
Cluster_1305	2	0
Cluster_1306	6	0
Cluster_1307	2	0
Cluster_1308	5	0
Cluster_1309	3	0
Cluster_1310	4	0
Cluster_1311	2	0
Cluster_1312	5	0
Cluster_1313	3	0
Cluster_1314	2	0
Cluster_1315	2	0
Cluster_1316	2	0
Cluster_1317	3	0
Cluster_1318	3	0
Cluster_1319	2	0
Cluster_1320	2	0
Cluster_1321	2	0
Cluster_1322	2	0
Cluster_1323	2	0
Cluster_1324	5	0
Cluster_1325	2	0
Cluster_1326	2	0
Cluster_1327	3	0
Cluster_1328	19	0
Cluster_1329	2	0
Cluster_1330	4	0
Cluster_1331	2	0
Cluster_1332	2	0
Cluster_1333	3	0
Cluster_1334	2	0
Cluster_1335	2	0
Cluster_1336	2	0
Cluster_1337	2	0
Cluster_1338	2	0
Cluster_1339	2	0
Cluster_1340	3	0
Cluster_1341	2	0
Cluster_1342	2	0
Cluster_1343	6	0
Cluster_1344	10	0
Cluster_1345	2	0
Cluster_1346	2	0
Cluster_1347	2	0
Cluster_1348	3	0
Cluster_1349	2	0
Cluster_1350	3	0
Cluster_1351	2	0
Cluster_1352	2	0
Cluster_1353	2	0
Cluster_1354	2	0
Cluster_1355	18	0
Cluster_1356	2	0
Cluster_1357	4	0
Cluster_1358	2	0
Cluster_1359	2	0
Cluster_1360	3	0
Cluster_1361	5	0
Cluster_1362	2	0
Cluster_1363	2	0
Cluster_1364	2	0
Cluster_1365	2	0
Cluster_1366	2	0
Cluster_1367	2	0
Cluster_1368	3	0
Cluster_1369	3	0
Cluster_1370	3	0
Cluster_1371	4	0
Cluster_1372	2	0
Cluster_1373	5	0
Cluster_1374	7	0
Cluster_1375	6	0
Cluster_1376	3	0
Cluster_1377	4	0
Cluster_1378	2	0
Cluster_1379	3	0
Cluster_1380	2	0
Cluster_1381	4	0
Cluster_1382	2	0
Cluster_1383	2	0
Cluster_1384	2	0
Cluster_1385	2	0
Cluster_1386	2	0
Cluster_1387	4	0
Cluster_1388	2	0
Cluster_1389	2	0
Cluster_1390	2	0
Cluster_1391	2	0
Cluster_1392	3	0
Cluster_1393	3	0
Cluster_1394	2	0
Cluster_1395	2	0
Cluster_1396	2	0
Cluster_1397	2	0
Cluster_1398	2	0
Cluster_1399	2	0
Cluster_1400	2	0
Cluster_1401	5	0
Cluster_1402	2	0
Cluster_1403	5	0
Cluster_1404	2	0
Cluster_1405	2	0
Cluster_1406	3	0
Cluster_1407	2	0
Cluster_1408	2	0
Cluster_1409	2	0
Cluster_1410	2	0
Cluster_1411	2	0
Cluster_1412	2	0
Cluster_1413	2	0
Cluster_1414	3	0
Cluster_1415	4	0
Cluster_1416	2	0
Cluster_1417	2	0
Cluster_1418	3	0
Cluster_1419	2	0
Cluster_1420	3	0
Cluster_1421	2	0
Cluster_1422	5	0
Cluster_1423	3	0
Cluster_1424	2	0
Cluster_1425	4	0
Cluster_1426	2	0
Cluster_1427	2	0
Cluster_1428	2	0
Cluster_1429	2	0
Cluster_1430	2	0
Cluster_1431	2	0
Cluster_1432	5	0
Cluster_1433	2	0
Cluster_1434	2	0
Cluster_1435	2	0
Cluster_1436	2	0
Cluster_1437	2	0
Cluster_1438	2	0
Cluster_1439	2	0
Cluster_1440	5	0
Cluster_1441	2	0
Cluster_1442	4	0
Cluster_1443	2	0
Cluster_1444	2	0
Cluster_1445	5	0
Cluster_1446	6	0
Cluster_1447	2	0
Cluster_1448	2	0
Cluster_1449	2	0
Cluster_1450	2	0
Cluster_1451	2	0
Cluster_1452	3	0
Cluster_1453	2	0
Cluster_1454	5	0
Cluster_1455	4	0
Cluster_1456	2	0
Cluster_1457	3	0
Cluster_1458	3	0
Cluster_1459	2	0
Cluster_1460	3	0
Cluster_1461	2	0
Cluster_1462	2	0
Cluster_1463	2	0
Cluster_1464	2	0
Cluster_1465	2	0
Cluster_1466	2	0
Cluster_1467	2	0
Cluster_1468	2	0
Cluster_1469	2	0
Cluster_1470	3	0
Cluster_1471	2	0
Cluster_1472	4	0
Cluster_1473	2	0
Cluster_1474	3	0
Cluster_1475	2	0
Cluster_1476	2	0
Cluster_1477	2	0
Cluster_1478	2	0
Cluster_1479	2	0
Cluster_1480	2	0
Cluster_1481	2	0
Cluster_1482	8	0
Cluster_1483	2	0
Cluster_1484	3	0
Cluster_1485	3	0
Cluster_1486	3	0
Cluster_1487	2	0
Cluster_1488	2	0
Cluster_1489	2	0
Cluster_1490	2	0
Cluster_1491	2	0
Cluster_1492	3	0
Cluster_1493	4	0
Cluster_1494	2	0
Cluster_1495	2	0
Cluster_1496	2	0
Cluster_1497	2	0
Cluster_1498	2	0
Cluster_1499	5	0
Cluster_1500	2	0
Cluster_1501	2	0
Cluster_1502	2	0
Cluster_1503	2	0
Cluster_1504	2	0
Cluster_1505	2	0
Cluster_1506	2	0
Cluster_1507	4	0
Cluster_1508	2	0
Cluster_1509	2	0
Cluster_1510	2	0
Cluster_1511	2	0
Cluster_1512	3	0
Cluster_1513	3	0
Cluster_1514	2	0
Cluster_1515	2	0
Cluster_1516	2	0
Cluster_1517	2	0
Cluster_1518	2	0
Cluster_1519	2	0
Cluster_1520	2	0
Cluster_1521	3	0
Cluster_1522	2	0
Cluster_1523	3	0
Cluster_1524	2	0
Cluster_1525	3	0
Cluster_1526	2	0
Cluster_1527	4	0
Cluster_1528	2	0
Cluster_1529	2	0
Cluster_1530	4	0
Cluster_1531	2	0
Cluster_1532	2	0
Cluster_1533	2	0
Cluster_1534	2	0
Cluster_1535	2	0
Cluster_1536	3	0
Cluster_1537	4	0
Cluster_1538	2	0
Cluster_1539	3	0
Cluster_1540	2	0
Cluster_1541	2	0
Cluster_1542	2	0
Cluster_1543	4	0
Cluster_1544	2	0
Cluster_1545	2	0
Cluster_1546	4	0
Cluster_1547	2	0
Cluster_1548	3	0
Cluster_1549	2	0
Cluster_1550	2	0
Cluster_1551	8	0
Cluster_1552	2	0
Cluster_1553	2	0
Cluster_1554	2	0
Cluster_1555	3	0
Cluster_1556	4	0
Cluster_1557	2	0
Cluster_1558	2	0
Cluster_1559	4	0
Cluster_1560	2	0
Cluster_1561	3	0
Cluster_1562	2	0
Cluster_1563	2	0
Cluster_1564	2	0
Cluster_1565	2	0
Cluster_1566	2	0
Cluster_1567	2	0
Cluster_1568	2	0
Cluster_1569	6	0
Cluster_1570	3	0
Cluster_1571	4	0
Cluster_1572	4	0
Cluster_1573	11	0
Cluster_1574	4	0
Cluster_1575	2	0
Cluster_1576	2	0
Cluster_1577	2	0
Cluster_1578	2	0
Cluster_1579	2	0
Cluster_1580	3	0
Cluster_1581	2	0
Cluster_1582	3	0
Cluster_1583	2	0
Cluster_1584	3	0
Cluster_1585	2	0
Cluster_1586	2	0
Cluster_1587	2	0
Cluster_1588	2	0
Cluster_1589	2	0
Cluster_1590	2	0
Cluster_1591	2	0
Cluster_1592	3	0
Cluster_1593	2	0
Cluster_1594	3	0
Cluster_1595	3	0
Cluster_1596	2	0
Cluster_1597	3	0
Cluster_1598	7	0
Cluster_1599	2	0
Cluster_1600	2	0
Cluster_1601	2	0
Cluster_1602	4	0
Cluster_1603	2	0
Cluster_1604	2	0
Cluster_1605	2	0
Cluster_1606	5	0
Cluster_1607	2	0
Cluster_1608	2	0
Cluster_1609	2	0
Cluster_1610	2	0
Cluster_1611	2	0
Cluster_1612	2	0
Cluster_1613	2	0
Cluster_1614	4	0
Cluster_1615	2	0
Cluster_1616	2	0
Cluster_1617	2	0
Cluster_1618	6	0
Cluster_1619	2	0
Cluster_1620	2	0
Cluster_1621	2	0
Cluster_1622	3	0
Cluster_1623	2	0
Cluster_1624	3	0
Cluster_1625	2	0
Cluster_1626	5	0
Cluster_1627	1	0
Cluster_1628	1	0
Cluster_1629	1	0
Cluster_1630	1	0
Cluster_1631	1	0
Cluster_1632	2	0
Cluster_1633	1	0
Cluster_1634	1	0
Cluster_1635	1	0
Cluster_1636	1	0
Cluster_1637	1	0
Cluster_1638	1	0
Cluster_1639	2	0
Cluster_1640	1	0
Cluster_1641	1	0
Cluster_1642	1	0
Cluster_1643	1	0
Cluster_1644	1	0
Cluster_1645	1	0
Cluster_1646	3	0
Cluster_1647	1	0
Cluster_1648	1	0
Cluster_1649	1	0
Cluster_1650	3	0
Cluster_1651	1	0
Cluster_1652	1	0
Cluster_1653	1	0
Cluster_1654	1	0
Cluster_1655	1	0
Cluster_1656	1	0
Cluster_1657	1	0
Cluster_1658	2	0
Cluster_1659	1	0
Cluster_1660	1	0
Cluster_1661	1	0
Cluster_1662	1	0
Cluster_1663	1	0
Cluster_1664	1	0
Cluster_1665	1	0
Cluster_1666	1	0
Cluster_1667	1	0
Cluster_1668	2	0
Cluster_1669	1	0
Cluster_1670	1	0
Cluster_1671	2	0
Cluster_1672	1	0
Cluster_1673	5	0
Cluster_1674	1	0
Cluster_1675	1	0
Cluster_1676	1	0
Cluster_1677	1	0
Cluster_1678	1	0
Cluster_1679	1	0
Cluster_1680	1	0
Cluster_1681	1	0
Cluster_1682	1	0
Cluster_1683	1	0
Cluster_1684	1	0
Cluster_1685	1	0
Cluster_1686	1	0
Cluster_1687	1	0
Cluster_1688	6	0
Cluster_1689	1	0
Cluster_1690	1	0
Cluster_1691	1	0
Cluster_1692	1	0
Cluster_1693	1	0
Cluster_1694	2	0
Cluster_1695	1	0
Cluster_1696	1	0
Cluster_1697	1	0
Cluster_1698	1	0
Cluster_1699	1	0
Cluster_1700	1	0
Cluster_1701	1	0
Cluster_1702	1	0
Cluster_1703	1	0
Cluster_1704	1	0
Cluster_1705	1	0
Cluster_1706	1	0
Cluster_1707	1	0
Cluster_1708	1	0
Cluster_1709	1	0
Cluster_1710	1	0
Cluster_1711	1	0
Cluster_1712	1	0
Cluster_1713	1	0
Cluster_1714	1	0
Cluster_1715	1	0
Cluster_1716	2	0
Cluster_1717	1	0
Cluster_1718	1	0
Cluster_1719	1	0
Cluster_1720	1	0
Cluster_1721	1	0
Cluster_1722	1	0
Cluster_1723	1	0
Cluster_1724	1	0
Cluster_1725	1	0
Cluster_1726	1	0
Cluster_1727	1	0
Cluster_1728	1	0
Cluster_1729	2	0
Cluster_1730	1	0
Cluster_1731	1	0
Cluster_1732	2	0
Cluster_1733	1	0
Cluster_1734	1	0
Cluster_1735	2	0
Cluster_1736	1	0
Cluster_1737	2	0
Cluster_1738	1	0
Cluster_1739	1	0
Cluster_1740	1	0
Cluster_1741	2	0
Cluster_1742	1	0
Cluster_1743	1	0
Cluster_1744	1	0
Cluster_1745	1	0
Cluster_1746	1	0
Cluster_1747	1	0
Cluster_1748	1	0
Cluster_1749	1	0
Cluster_1750	1	0
Cluster_1751	1	0
Cluster_1752	1	0
Cluster_1753	1	0
Cluster_1754	1	0
Cluster_1755	2	0
Cluster_1756	1	0
Cluster_1757	1	0
Cluster_1758	1	0
Cluster_1759	1	0
Cluster_1760	1	0
Cluster_1761	2	0
Cluster_1762	1	0
Cluster_1763	1	0
Cluster_1764	1	0
Cluster_1765	1	0
Cluster_1766	1	0
Cluster_1767	1	0
Cluster_1768	1	0
Cluster_1769	1	0
Cluster_1770	1	0
Cluster_1771	1	0
Cluster_1772	1	0
Cluster_1773	1	0
Cluster_1774	1	0
Cluster_1775	1	0
Cluster_1776	1	0
Cluster_1777	1	0
Cluster_1778	1	0
Cluster_1779	1	0
Cluster_1780	1	0
Cluster_1781	1	0
Cluster_1782	1	0
Cluster_1783	2	0
Cluster_1784	1	0
Cluster_1785	1	0
Cluster_1786	1	0
Cluster_1787	1	0
Cluster_1788	1	0
Cluster_1789	1	0
Cluster_1790	1	0
Cluster_1791	1	0
Cluster_1792	1	0
Cluster_1793	1	0
Cluster_1794	1	0
Cluster_1795	1	0
Cluster_1796	1	0
Cluster_1797	1	0
Cluster_1798	1	0
Cluster_1799	1	0
Cluster_1800	1	0
Cluster_1801	1	0
Cluster_1802	1	0
Cluster_1803	2	0
Cluster_1804	1	0
Cluster_1805	1	0
Cluster_1806	3	0
Cluster_1807	5	0
Cluster_1808	1	0
Cluster_1809	1	0
Cluster_1810	2	0
Cluster_1811	1	0
Cluster_1812	1	0
Cluster_1813	1	0
Cluster_1814	1	0
Cluster_1815	1	0
Cluster_1816	1	0
Cluster_1817	1	0
Cluster_1818	1	0
Cluster_1819	1	0
Cluster_1820	1	0
Cluster_1821	2	0
Cluster_1822	2	0
Cluster_1823	1	0
Cluster_1824	1	0
Cluster_1825	1	0
Cluster_1826	3	0
Cluster_1827	1	0
Cluster_1828	1	0
Cluster_1829	1	0
Cluster_1830	1	0
Cluster_1831	1	0
Cluster_1832	1	0
Cluster_1833	1	0
Cluster_1834	1	0
Cluster_1835	1	0
Cluster_1836	1	0
Cluster_1837	1	0
Cluster_1838	1	0
Cluster_1839	2	0
Cluster_1840	2	0
Cluster_1841	1	0
Cluster_1842	2	0
Cluster_1843	2	0
Cluster_1844	1	0
Cluster_1845	1	0
Cluster_1846	1	0
Cluster_1847	2	0
Cluster_1848	3	0
Cluster_1849	1	0
Cluster_1850	2	0
Cluster_1851	1	0
Cluster_1852	1	0
Cluster_1853	1	0
Cluster_1854	1	0
Cluster_1855	1	0
Cluster_1856	3	0
Cluster_1857	1	0
Cluster_1858	1	0
Cluster_1859	1	0
Cluster_1860	1	0
Cluster_1861	1	0
Cluster_1862	1	0
Cluster_1863	1	0
Cluster_1864	2	0
Cluster_1865	1	0
Cluster_1866	4	0
Cluster_1867	2	0
Cluster_1868	1	0
Cluster_1869	1	0
Cluster_1870	1	0
Cluster_1871	1	0
Cluster_1872	1	0
Cluster_1873	1	0
Cluster_1874	1	0
Cluster_1875	1	0
Cluster_1876	1	0
Cluster_1877	1	0
Cluster_1878	2	0
Cluster_1879	1	0
Cluster_1880	1	0
Cluster_1881	1	0
Cluster_1882	1	0
Cluster_1883	1	0
Cluster_1884	2	0
Cluster_1885	1	0
Cluster_1886	1	0
Cluster_1887	1	0
Cluster_1888	1	0
Cluster_1889	1	0
Cluster_1890	2	0
Cluster_1891	1	0
Cluster_1892	1	0
Cluster_1893	1	0
Cluster_1894	4	0
Cluster_1895	1	0
Cluster_1896	4	0
Cluster_1897	2	0
Cluster_1898	1	0
Cluster_1899	1	0
Cluster_1900	1	0
Cluster_1901	1	0
Cluster_1902	1	0
Cluster_1903	1	0
Cluster_1904	1	0
Cluster_1905	1	0
Cluster_1906	1	0
Cluster_1907	1	0
Cluster_1908	1	0
Cluster_1909	1	0
Cluster_1910	1	0
Cluster_1911	1	0
Cluster_1912	1	0
Cluster_1913	1	0
Cluster_1914	1	0
Cluster_1915	1	0
Cluster_1916	1	0
Cluster_1917	1	0
Cluster_1918	1	0
Cluster_1919	1	0
Cluster_1920	1	0
Cluster_1921	1	0
Cluster_1922	1	0
Cluster_1923	1	0
Cluster_1924	1	0
Cluster_1925	1	0
Cluster_1926	1	0
Cluster_1927	1	0
Cluster_1928	1	0
Cluster_1929	1	0
Cluster_1930	1	0
Cluster_1931	1	0
Cluster_1932	1	0
Cluster_1933	1	0
Cluster_1934	1	0
Cluster_1935	1	0
Cluster_1936	1	0
Cluster_1937	1	0
Cluster_1938	1	0
Cluster_1939	2	0
Cluster_1940	1	0
Cluster_1941	1	0
Cluster_1942	1	0
Cluster_1943	1	0
Cluster_1944	1	0
Cluster_1945	1	0
Cluster_1946	2	0
Cluster_1947	1	0
Cluster_1948	1	0
Cluster_1949	1	0
Cluster_1950	1	0
Cluster_1951	1	0
Cluster_1952	1	0
Cluster_1953	1	0
Cluster_1954	1	0
Cluster_1955	1	0
Cluster_1956	1	0
Cluster_1957	1	0
Cluster_1958	1	0
Cluster_1959	1	0
Cluster_1960	1	0
Cluster_1961	1	0
Cluster_1962	1	0
Cluster_1963	1	0
Cluster_1964	1	0
Cluster_1965	1	0
Cluster_1966	1	0
Cluster_1967	1	0
Cluster_1968	1	0
Cluster_1969	1	0
Cluster_1970	1	0
Cluster_1971	1	0
Cluster_1972	1	0
Cluster_1973	1	0
Cluster_1974	1	0
Cluster_1975	1	0
Cluster_1976	1	0
Cluster_1977	3	0
Cluster_1978	1	0
Cluster_1979	1	0
Cluster_1980	4	0
Cluster_1981	2	0
Cluster_1982	1	0
Cluster_1983	1	0
Cluster_1984	1	0
Cluster_1985	4	0
Cluster_1986	1	0
Cluster_1987	3	0
Cluster_1988	1	0
Cluster_1989	1	0
Cluster_1990	1	0
Cluster_1991	1	0
Cluster_1992	1	0
Cluster_1993	1	0
Cluster_1994	1	0
Cluster_1995	1	0
Cluster_1996	1	0
Cluster_1997	1	0
Cluster_1998	1	0
Cluster_1999	1	0
Cluster_2000	1	0
Cluster_2001	1	0
Cluster_2002	3	0
Cluster_2003	1	0
Cluster_2004	1	0
Cluster_2005	2	0
Cluster_2006	1	0
Cluster_2007	1	0
Cluster_2008	1	0
Cluster_2009	1	0
Cluster_2010	1	0
Cluster_2011	1	0
Cluster_2012	2	0
Cluster_2013	2	0
Cluster_2014	1	0
Cluster_2015	1	0
Cluster_2016	1	0
Cluster_2017	1	0
Cluster_2018	1	0
Cluster_2019	1	0
Cluster_2020	1	0
Cluster_2021	1	0
Cluster_2022	1	0
Cluster_2023	1	0
Cluster_2024	1	0
Cluster_2025	1	0
Cluster_2026	1	0
Cluster_2027	1	0
Cluster_2028	1	0
Cluster_2029	1	0
Cluster_2030	1	0
Cluster_2031	1	0
Cluster_2032	1	0
Cluster_2033	2	0
Cluster_2034	1	0
Cluster_2035	1	0
Cluster_2036	4	0
Cluster_2037	1	0
Cluster_2038	1	0
Cluster_2039	1	0
Cluster_2040	1	0
Cluster_2041	3	0
Cluster_2042	1	0
Cluster_2043	2	0
Cluster_2044	1	0
Cluster_2045	2	0
Cluster_2046	1	0
Cluster_2047	1	0
Cluster_2048	1	0
Cluster_2049	1	0
Cluster_2050	1	0
Cluster_2051	1	0
Cluster_2052	1	0
Cluster_2053	1	0
Cluster_2054	1	0
Cluster_2055	2	0
Cluster_2056	1	0
Cluster_2057	2	0
Cluster_2058	1	0
Cluster_2059	1	0
Cluster_2060	1	0
Cluster_2061	1	0
Cluster_2062	1	0
Cluster_2063	1	0
Cluster_2064	1	0
Cluster_2065	1	0
Cluster_2066	2	0
Cluster_2067	1	0
Cluster_2068	1	0
Cluster_2069	1	0
Cluster_2070	1	0
Cluster_2071	1	0
Cluster_2072	1	0
Cluster_2073	3	0
Cluster_2074	1	0
Cluster_2075	1	0
Cluster_2076	1	0
Cluster_2077	1	0
Cluster_2078	1	0
Cluster_2079	1	0
Cluster_2080	1	0
Cluster_2081	1	0
Cluster_2082	1	0
Cluster_2083	1	0
Cluster_2084	1	0
Cluster_2085	1	0
Cluster_2086	1	0
Cluster_2087	1	0
Cluster_2088	1	0
Cluster_2089	1	0
Cluster_2090	1	0
Cluster_2091	1	0
Cluster_2092	1	0
Cluster_2093	1	0
Cluster_2094	1	0
Cluster_2095	1	0
Cluster_2096	1	0
Cluster_2097	1	0
Cluster_2098	1	0
Cluster_2099	1	0
Cluster_2100	1	0
Cluster_2101	1	0
Cluster_2102	3	0
Cluster_2103	1	0
Cluster_2104	1	0
Cluster_2105	1	0
Cluster_2106	1	0
Cluster_2107	1	0
Cluster_2108	1	0
Cluster_2109	1	0
Cluster_2110	1	0
Cluster_2111	1	0
Cluster_2112	1	0
Cluster_2113	1	0
Cluster_2114	1	0
Cluster_2115	1	0
Cluster_2116	1	0
Cluster_2117	2	0
Cluster_2118	1	0
Cluster_2119	1	0
Cluster_2120	1	0
Cluster_2121	2	0
Cluster_2122	1	0
Cluster_2123	1	0
Cluster_2124	1	0
Cluster_2125	1	0
Cluster_2126	1	0
Cluster_2127	1	0
Cluster_2128	1	0
Cluster_2129	1	0
Cluster_2130	1	0
Cluster_2131	1	0
Cluster_2132	1	0
Cluster_2133	1	0
Cluster_2134	1	0
Cluster_2135	1	0
Cluster_2136	1	0
Cluster_2137	2	0
Cluster_2138	1	0
Cluster_2139	1	0
Cluster_2140	1	0
Cluster_2141	1	0
Cluster_2142	1	0
Cluster_2143	1	0
Cluster_2144	1	0
Cluster_2145	1	0
Cluster_2146	1	0
Cluster_2147	1	0
Cluster_2148	1	0
Cluster_2149	1	0
Cluster_2150	1	0
Cluster_2151	1	0
Cluster_2152	1	0
Cluster_2153	1	0
Cluster_2154	1	0
Cluster_2155	1	0
Cluster_2156	1	0
Cluster_2157	1	0
Cluster_2158	1	0
Cluster_2159	1	0
Cluster_2160	1	0
Cluster_2161	1	0
Cluster_2162	5	0
Cluster_2163	1	0
Cluster_2164	1	0
Cluster_2165	4	0
Cluster_2166	1	0
Cluster_2167	1	0
Cluster_2168	1	0
Cluster_2169	1	0
Cluster_2170	2	0
Cluster_2171	1	0
Cluster_2172	1	0
Cluster_2173	1	0
Cluster_2174	1	0
Cluster_2175	1	0
Cluster_2176	1	0
Cluster_2177	1	0
Cluster_2178	1	0
Cluster_2179	1	0
Cluster_2180	1	0
Cluster_2181	1	0
Cluster_2182	1	0
Cluster_2183	1	0
Cluster_2184	1	0
Cluster_2185	1	0
Cluster_2186	1	0
Cluster_2187	1	0
Cluster_2188	1	0
Cluster_2189	1	0
Cluster_2190	1	0
Cluster_2191	1	0
Cluster_2192	3	0
Cluster_2193	1	0
Cluster_2194	1	0
Cluster_2195	1	0
Cluster_2196	2	0
Cluster_2197	1	0
Cluster_2198	1	0
Cluster_2199	1	0
Cluster_2200	2	0
Cluster_2201	3	0
Cluster_2202	1	0
Cluster_2203	2	0
Cluster_2204	1	0
Cluster_2205	1	0
Cluster_2206	1	0
Cluster_2207	1	0
Cluster_2208	1	0
Cluster_2209	1	0
Cluster_2210	1	0
Cluster_2211	1	0
Cluster_2212	2	0
Cluster_2213	1	0
Cluster_2214	1	0
Cluster_2215	1	0
Cluster_2216	1	0
Cluster_2217	1	0
Cluster_2218	1	0
Cluster_2219	1	0
Cluster_2220	1	0
Cluster_2221	1	0
Cluster_2222	1	0
Cluster_2223	1	0
Cluster_2224	1	0
Cluster_2225	1	0
Cluster_2226	1	0
Cluster_2227	1	0
Cluster_2228	1	0
Cluster_2229	1	0
Cluster_2230	1	0
Cluster_2231	3	0
Cluster_2232	1	0
Cluster_2233	1	0
Cluster_2234	1	0
Cluster_2235	1	0
Cluster_2236	1	0
Cluster_2237	1	0
Cluster_2238	1	0
Cluster_2239	1	0
Cluster_2240	1	0
Cluster_2241	1	0
Cluster_2242	2	0
Cluster_2243	1	0
Cluster_2244	1	0
Cluster_2245	1	0
Cluster_2246	1	0
Cluster_2247	1	0
Cluster_2248	1	0
Cluster_2249	1	0
Cluster_2250	1	0
Cluster_2251	1	0
Cluster_2252	1	0
Cluster_2253	1	0
Cluster_2254	1	0
Cluster_2255	1	0
Cluster_2256	1	0
Cluster_2257	1	0
Cluster_2258	1	0
Cluster_2259	1	0
Cluster_2260	1	0
Cluster_2261	2	0
Cluster_2262	1	0
Cluster_2263	1	0
Cluster_2264	1	0
Cluster_2265	1	0
Cluster_2266	1	0
Cluster_2267	1	0
Cluster_2268	1	0
Cluster_2269	1	0
Cluster_2270	1	0
Cluster_2271	1	0
Cluster_2272	4	0
Cluster_2273	1	0
Cluster_2274	1	0
Cluster_2275	1	0
Cluster_2276	2	0
Cluster_2277	1	0
Cluster_2278	2	0
Cluster_2279	1	0
Cluster_2280	1	0
Cluster_2281	1	0
Cluster_2282	1	0
Cluster_2283	2	0
Cluster_2284	1	0
Cluster_2285	2	0
Cluster_2286	3	0
Cluster_2287	1	0
Cluster_2288	1	0
Cluster_2289	2	0
Cluster_2290	1	0
Cluster_2291	1	0
Cluster_2292	2	0
Cluster_2293	1	0
Cluster_2294	1	0
Cluster_2295	1	0
Cluster_2296	2	0
Cluster_2297	1	0
Cluster_2298	1	0
Cluster_2299	1	0
Cluster_2300	1	0
Cluster_2301	1	0
Cluster_2302	1	0
Cluster_2303	1	0
Cluster_2304	1	0
Cluster_2305	2	0
Cluster_2306	1	0
Cluster_2307	1	0
Cluster_2308	1	0
Cluster_2309	1	0
Cluster_2310	2	0
Cluster_2311	1	0
Cluster_2312	2	0
Cluster_2313	1	0
Cluster_2314	1	0
Cluster_2315	1	0
Cluster_2316	1	0
Cluster_2317	1	0
Cluster_2318	1	0
Cluster_2319	1	0
Cluster_2320	1	0
Cluster_2321	1	0
Cluster_2322	1	0
Cluster_2323	1	0
Cluster_2324	1	0
Cluster_2325	2	0
Cluster_2326	1	0
Cluster_2327	1	0
Cluster_2328	1	0
Cluster_2329	1	0
Cluster_2330	1	0
Cluster_2331	1	0
Cluster_2332	1	0
Cluster_2333	1	0
Cluster_2334	1	0
Cluster_2335	1	0
Cluster_2336	2	0
Cluster_2337	1	0
Cluster_2338	1	0
Cluster_2339	1	0
Cluster_2340	1	0
Cluster_2341	1	0
Cluster_2342	1	0
Cluster_2343	1	0
Cluster_2344	1	0
Cluster_2345	1	0
Cluster_2346	1	0
Cluster_2347	1	0
Cluster_2348	1	0
Cluster_2349	1	0
Cluster_2350	1	0
Cluster_2351	1	0
Cluster_2352	2	0
Cluster_2353	1	0
Cluster_2354	1	0
Cluster_2355	1	0
Cluster_2356	1	0
Cluster_2357	2	0
Cluster_2358	1	0
Cluster_2359	8	0
Cluster_2360	1	0
Cluster_2361	1	0
Cluster_2362	1	0
Cluster_2363	1	0
Cluster_2364	1	0
Cluster_2365	2	0
Cluster_2366	2	0
Cluster_2367	1	0
Cluster_2368	1	0
Cluster_2369	1	0
Cluster_2370	1	0
Cluster_2371	1	0
Cluster_2372	1	0
Cluster_2373	1	0
Cluster_2374	1	0
Cluster_2375	1	0
Cluster_2376	1	0
Cluster_2377	1	0
Cluster_2378	1	0
Cluster_2379	2	0
Cluster_2380	1	0
Cluster_2381	1	0
Cluster_2382	2	0
Cluster_2383	1	0
Cluster_2384	4	0
Cluster_2385	1	0
Cluster_2386	1	0
Cluster_2387	1	0
Cluster_2388	2	0
Cluster_2389	1	0
Cluster_2390	1	0
Cluster_2391	1	0
Cluster_2392	3	0
Cluster_2393	1	0
Cluster_2394	1	0
Cluster_2395	1	0
Cluster_2396	1	0
Cluster_2397	1	0
Cluster_2398	1	0
Cluster_2399	1	0
Cluster_2400	1	0
Cluster_2401	1	0
Cluster_2402	1	0
Cluster_2403	1	0
Cluster_2404	1	0
Cluster_2405	1	0
