#id	sampleA_R1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11895:6601.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7306:9929.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17525:7981.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17600:8519.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6539:8753.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15562:4615.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7279:9588.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4500:9765.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14105:3118.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9665:9707.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13058:7846.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15698:8497.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17744:6949.1	2
ERR619083.M00704:57:000000000-A5HJE:1:1101:25439:7959.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16112:7945.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7959:8468.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11761:7059.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8753:10274.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9569:7396.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10824:3307.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21036:6352.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21726:7416.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9908:8678.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9041:9079.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11636:5359.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8218:9907.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21649:4728.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14865:5961.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12808:7508.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6954:6310.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10204:2655.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7467:9216.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:22718:9183.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17066:6256.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19853:10363.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15941:5558.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18687:8055.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16574:2503.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10177:6004.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9815:5078.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16154:7821.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20037:7641.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7886:9979.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8518:6377.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13825:6118.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18372:5520.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12137:8723.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6170:10160.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19844:3188.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7605:9515.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17194:5588.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23073:8083.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9117:8690.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23571:8981.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18109:9322.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7139:10076.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11689:2395.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:24365:8356.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9355:4632.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19618:8113.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7832:7460.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10944:3757.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14222:6768.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7501:5059.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11412:7660.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6876:8366.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10300:8448.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13176:7882.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8328:7987.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7642:5966.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15791:4632.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9196:5138.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7178:9222.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14144:9666.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20759:9841.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10795:9754.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12030:2004.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14236:2863.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19506:7648.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15885:2354.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12031:6951.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4816:9074.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17953:5178.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7565:7396.1	2
ERR619083.M00704:57:000000000-A5HJE:1:1101:25017:9913.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12594:8488.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19485:4939.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12959:9808.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20844:8462.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23783:8058.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8067:8441.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17494:7832.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5783:9475.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14742:8171.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4637:8629.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13395:7574.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18159:8096.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16971:5553.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:24388:5458.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21997:4744.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14958:4023.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20246:7948.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19785:10341.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15146:8543.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12736:6999.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12099:9570.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14006:4015.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7352:8955.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14576:7243.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19441:4924.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11356:9919.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11317:10395.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8637:8622.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7255:9961.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17703:5691.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:26804:7704.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14270:9828.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9726:3180.1	2
ERR619083.M00704:57:000000000-A5HJE:1:1101:23285:6326.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14161:6228.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8891:5361.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13460:9421.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14051:2403.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21449:7248.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13867:2303.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13681:6004.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14954:5059.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6724:4974.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18079:4337.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6970:9309.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9649:8632.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4565:10325.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15559:7252.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11266:8878.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21173:8065.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23585:8031.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12409:6382.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11698:4191.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14752:8622.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13558:3540.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19650:2831.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18253:4452.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10629:7972.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8204:9824.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12903:10116.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5151:8318.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:28341:10048.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8266:3755.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17242:2300.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8860:10099.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13886:5536.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5898:7073.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14315:5842.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8018:5045.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14535:5052.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12400:7193.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8176:8413.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18145:4015.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7419:7305.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3598:8522.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11197:9265.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7644:8966.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12690:3060.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4162:10087.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9227:9571.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12538:6608.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12383:8911.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12068:3668.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10204:9321.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9633:5911.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14028:8531.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12522:6804.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23613:8558.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:22179:8801.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14686:3817.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21076:9434.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16380:3338.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15431:6188.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16502:9044.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:25741:10175.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7436:5170.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16904:4668.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10143:3428.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7444:7188.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7627:8956.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10855:6809.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15072:7634.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17087:7848.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10853:3205.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:22400:9720.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20380:6235.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12870:9607.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14132:4883.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12024:8140.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21603:3621.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17089:7257.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17890:4125.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:26412:9377.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15298:8537.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20989:6877.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23137:9823.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12090:3464.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20280:7118.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20280:9635.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12847:8736.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7036:6999.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13045:2680.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13141:9111.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10242:3329.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11496:3086.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18670:4537.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13985:2543.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:24788:10254.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14577:3548.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11675:9119.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:25007:9067.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13428:5046.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14868:3940.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16936:9734.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10024:3677.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10478:2946.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7470:10288.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19888:3497.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14491:7978.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9247:4933.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15626:7198.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6202:9601.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10182:9659.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16426:2626.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9670:7333.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:23697:9103.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7100:9848.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14788:4194.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10543:3372.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5377:9062.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17075:8714.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8097:8710.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13315:1761.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10286:6580.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20560:6145.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20320:9990.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12418:10051.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11969:6382.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16686:7415.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11967:7390.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16867:4399.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11976:7164.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15995:7162.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10408:10275.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7022:9488.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11298:9429.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11718:5102.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9119:8224.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8231:7352.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18318:7820.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14589:7986.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10155:6027.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20646:9953.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16921:6452.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8992:9104.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17463:10354.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:25474:9443.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14162:8982.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12991:9027.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11865:3446.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10435:7603.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18519:7814.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16692:2219.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:13771:4779.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15357:7180.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16376:8445.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14409:5256.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15943:5178.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19918:9532.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15026:7678.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15138:5195.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16821:2780.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14930:8743.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20236:8848.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11567:7499.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8046:9885.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15385:9930.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16022:9395.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14111:9726.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20703:8835.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12017:2126.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20068:6345.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11964:8253.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19793:10124.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10920:7293.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11603:3406.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8720:4806.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10351:10132.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16735:9973.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10837:10365.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15896:9654.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11815:6640.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19903:10092.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3678:8561.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10118:9099.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16412:8611.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21551:9733.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11796:8091.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14968:8758.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17273:7913.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:21806:7454.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20582:8384.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19091:9617.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8897:3144.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16717:4022.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16510:7203.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8734:7277.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14474:4675.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4690:9032.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10056:10092.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19296:7379.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19503:6879.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:5361:9739.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15667:8377.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7305:9189.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18546:10257.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3730:9179.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15400:8496.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10855:4491.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17002:8338.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3784:9685.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19796:7797.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16027:4458.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7674:10122.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15217:6887.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:15696:10376.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11026:9600.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:6782:8224.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11407:6107.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10770:6415.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12872:4385.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12521:9348.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12259:9629.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10828:7597.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19415:3154.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17408:4506.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:3442:9871.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14374:7526.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17235:4482.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9964:6868.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9242:6298.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19862:7133.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18848:8773.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19791:4741.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11226:5840.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10372:4158.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9646:10136.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:22442:7898.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17356:2151.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:20086:5645.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8787:8713.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7935:9404.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9825:7963.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16354:5293.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8036:6395.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10787:7464.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:16449:7616.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9491:3048.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8666:7339.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:4248:9881.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:12536:3935.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:8446:7753.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:17626:5426.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11729:4195.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:7385:8015.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:10300:9194.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:18412:9959.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11832:3355.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19498:6993.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:9700:9053.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:14788:8706.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:19191:9478.1	1
ERR619083.M00704:57:000000000-A5HJE:1:1101:11743:6594.1	1
