#id	sample1_ITS1	sample2_ITS1
M00842:223:000000000-B33D5:1:1111:12371:11457_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:17273:2818_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:16535:14141_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:14804:24220_ITS1	3	0
M00842:223:000000000-B33D5:1:1111:15926:2154_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:22642:8127_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:24794:8664_ITS1	2	3
M00842:223:000000000-B33D5:1:1109:2051:13532_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:2384:16109_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:6681:2512_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:5389:4365_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:4294:15271_ITS1	0	2
M00842:223:000000000-B33D5:1:1115:8222:3375_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:4423:5872_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:18455:18015_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:5335:22026_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:13266:15754_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:18637:16436_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:3249:14393_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:20673:13980_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:7955:23715_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:24173:3867_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:18972:7260_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:19448:24860_ITS1	7	5
M00842:223:000000000-B33D5:1:1111:11193:18770_ITS1	1	1
M00842:223:000000000-B33D5:1:1103:15960:5907_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:19996:19605_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:12317:3251_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:7663:24073_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:16271:5417_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:4297:18207_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:24095:13193_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:9488:7082_ITS1	1	1
M00842:223:000000000-B33D5:1:1101:7722:23310_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:15885:6939_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:19862:20482_ITS1	1	1
M00842:223:000000000-B33D5:1:1105:21966:10223_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:26827:17960_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:5992:16238_ITS1	73	65
M00842:223:000000000-B33D5:1:1118:28953:12250_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:13669:23330_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:16541:4550_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:11977:7310_ITS1	0	2
M00842:223:000000000-B33D5:1:1116:19176:11640_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:14593:19798_ITS1	1	1
M00842:223:000000000-B33D5:1:1101:8224:12288_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:16134:21260_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:19395:5745_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:22064:12961_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:25178:8584_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:22291:9498_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:18628:7952_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16900:25072_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:6376:9783_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:6901:23894_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:14888:2881_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:12257:23017_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:19372:5499_ITS1	7	4
M00842:223:000000000-B33D5:1:1111:22170:20646_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:6286:16926_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16519:7965_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:17653:2584_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:6080:13739_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:2762:10408_ITS1	9	1
M00842:223:000000000-B33D5:1:1111:7680:10292_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:10209:8011_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:8350:7283_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:2072:11760_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:15392:13091_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:24393:21180_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:11788:7156_ITS1	10	6
M00842:223:000000000-B33D5:1:1107:16004:17334_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:7416:23545_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:25729:17724_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:3230:7742_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:13265:7575_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:14123:9522_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:14299:25050_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:26160:17464_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:3207:9253_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:2719:14262_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:3866:5951_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:16120:22484_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:4455:20590_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:15496:11326_ITS1	11	12
M00842:223:000000000-B33D5:1:1107:4750:9952_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:11474:19642_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:11528:15805_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:16679:9978_ITS1	0	3
M00842:223:000000000-B33D5:1:1107:28409:9730_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22174:16666_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:27017:20437_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:19571:21324_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:4936:4932_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:23122:3010_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:11714:16219_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:27151:16634_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:7109:4058_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:7184:3504_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:3203:15573_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:7978:2711_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:8662:21557_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:2275:9888_ITS1	5	5
M00842:223:000000000-B33D5:1:1108:14872:11539_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:23681:12165_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:8474:17012_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:10279:14880_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:2812:11933_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:28469:8023_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:3066:12226_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:9243:13797_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:4857:6015_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:7442:12404_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:28797:9618_ITS1	5	5
M00842:223:000000000-B33D5:1:1117:4633:19398_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:20074:15788_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:19724:5298_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:2792:17492_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:10833:20761_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:4173:19382_ITS1	2	0
M00842:223:000000000-B33D5:1:1119:7376:7401_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:7289:10760_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:16005:15647_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:28377:12264_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:4876:14795_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:20055:2467_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:7196:2862_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:9123:20913_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:19548:23991_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:14805:15709_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:17537:11739_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:6799:13792_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:14763:2217_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:2840:9739_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:6201:10223_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:24352:17548_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:17745:7691_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:14241:14730_ITS1	90	85
M00842:223:000000000-B33D5:1:1101:16318:7327_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:17266:3392_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:25773:6411_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:4286:15750_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:16019:4076_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:17715:22948_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:22368:19859_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:11971:6175_ITS1	0	5
M00842:223:000000000-B33D5:1:1101:27585:18765_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:11701:17375_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:10132:19713_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:25847:3898_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:25623:20990_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:14053:15770_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:22325:12150_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:21365:2166_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:2474:9328_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:15622:24937_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:2100:14326_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:22206:6167_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:16826:2331_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:2275:14634_ITS1	6	5
M00842:223:000000000-B33D5:1:1119:27549:7047_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:13107:11485_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:5771:21733_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:5832:20732_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:15534:15470_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:7047:3624_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:2657:9945_ITS1	3	1
M00842:223:000000000-B33D5:1:1113:2476:9199_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:4173:16692_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:26311:14104_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:26568:8532_ITS1	5	2
M00842:223:000000000-B33D5:1:1108:21620:13906_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:8685:8184_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:29102:13154_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:11266:12056_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:19493:8727_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:21633:10474_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:5843:12242_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:2787:18200_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16934:6330_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:13468:5771_ITS1	49	49
M00842:223:000000000-B33D5:1:1113:28783:13894_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:3476:18871_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:20475:11509_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:18718:18494_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:12793:12541_ITS1	0	2
M00842:223:000000000-B33D5:1:1106:27606:11080_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:8647:10366_ITS1	1	1
M00842:223:000000000-B33D5:1:1112:14899:14045_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:22989:8504_ITS1	1	1
M00842:223:000000000-B33D5:1:1103:3033:17225_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:25974:22277_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:8040:21467_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:29252:13435_ITS1	3	3
M00842:223:000000000-B33D5:1:1115:28338:11523_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:6137:16173_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:14044:12671_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:6721:21887_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:2463:11343_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:3001:14209_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:5018:4500_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:2101:12744_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:2570:15486_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:3755:16364_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:5040:18837_ITS1	2	0
M00842:223:000000000-B33D5:1:1117:11981:23368_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:8501:2993_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:3237:16919_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:23952:15889_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:4054:11573_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:3229:15878_ITS1	4	1
M00842:223:000000000-B33D5:1:1101:4034:14460_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:26294:13274_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:4100:7429_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:6728:3215_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:4915:11607_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:26847:15631_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:7776:1932_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:12304:4129_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:20406:18508_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:7058:2276_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:6767:20114_ITS1	3	0
M00842:223:000000000-B33D5:1:1106:10348:21342_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:3058:7475_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:19146:18536_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:2662:14248_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:2031:13264_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:2496:11251_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:2988:8707_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:5743:16481_ITS1	0	1
M00842:223:000000000-B33D5:1:1119:9353:8103_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:24085:20874_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:2157:10123_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:5398:4508_ITS1	8	11
M00842:223:000000000-B33D5:1:1118:7948:20441_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:5966:5887_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:6040:11050_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:6581:10897_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:7916:24543_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:8239:2120_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:3743:19352_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:2948:7988_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:13184:23863_ITS1	5	2
M00842:223:000000000-B33D5:1:1110:19923:22356_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:22953:19273_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:8000:18333_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:5568:21252_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:9521:10733_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:18976:19669_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:13743:11849_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:16810:3289_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:16035:2801_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:22885:13317_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:5769:14988_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:22688:21141_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:16604:6560_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:26253:20600_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:7628:14504_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:12070:9909_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:25031:17702_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:11773:19544_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:10253:8132_ITS1	90	75
M00842:223:000000000-B33D5:1:1108:22425:24594_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:29523:11464_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:21272:2341_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:10503:20264_ITS1	2	1
M00842:223:000000000-B33D5:1:1107:27602:20468_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:16557:4235_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:17020:22168_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:16302:6589_ITS1	1	1
M00842:223:000000000-B33D5:1:1116:6361:22441_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:14197:10230_ITS1	1	6
M00842:223:000000000-B33D5:1:1105:18263:13096_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:15512:2978_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:10826:23468_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:19146:16048_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:9609:8302_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:26980:21072_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:23048:14463_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:23095:21077_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:9516:7992_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:21540:14072_ITS1	2	3
M00842:223:000000000-B33D5:1:1104:9043:5159_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:25309:13150_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:26450:10628_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:17107:12061_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:26656:13797_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:20903:5637_ITS1	21	27
M00842:223:000000000-B33D5:1:1103:17116:19486_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:4451:14246_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:3780:11846_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:7824:4849_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:21368:7913_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:21789:21017_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:12988:16601_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:25652:6901_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:4994:15978_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:24596:2581_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:2699:11356_ITS1	11	11
M00842:223:000000000-B33D5:1:1105:21038:18210_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:7417:5046_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:12474:17620_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:9315:21247_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:8077:13321_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:10494:24520_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16112:10151_ITS1	2	0
M00842:223:000000000-B33D5:1:1109:13281:24593_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:6747:22302_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:20706:4571_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:25390:18581_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:10536:19979_ITS1	73	70
M00842:223:000000000-B33D5:1:1103:15985:7639_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:4366:11917_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:13560:7414_ITS1	0	2
M00842:223:000000000-B33D5:1:1107:12238:8228_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:11992:24228_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:20751:11182_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:21715:19802_ITS1	0	3
M00842:223:000000000-B33D5:1:1113:15635:6597_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:6446:11475_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:16338:4489_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:7344:24325_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:5375:15723_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:17821:4286_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:12311:19377_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:6792:12674_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:25856:21908_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:11119:2528_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:23351:8355_ITS1	6	7
M00842:223:000000000-B33D5:1:1117:9541:24658_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:27119:8029_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:28681:10661_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:19119:20144_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:9150:12409_ITS1	0	2
M00842:223:000000000-B33D5:1:1107:26058:22413_ITS1	59	56
M00842:223:000000000-B33D5:1:1109:23825:14511_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:17097:22603_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:5296:12423_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:9236:9870_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:4074:15237_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:19957:19672_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:10313:15045_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:25972:7929_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:5695:9273_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:15530:15898_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:8285:22318_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:16569:3219_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:4610:5490_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:19071:10045_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:4547:13355_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:6867:14469_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:12422:21266_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:18028:17095_ITS1	1	2
M00842:223:000000000-B33D5:1:1109:5940:9137_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:9351:21491_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:11051:2506_ITS1	7	3
M00842:223:000000000-B33D5:1:1112:21849:21431_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:3642:14593_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:15753:13459_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:17218:20692_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:10767:18926_ITS1	1	1
M00842:223:000000000-B33D5:1:1109:17803:15649_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:3376:13399_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:28658:12100_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:25774:6235_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:20331:21455_ITS1	1	1
M00842:223:000000000-B33D5:1:1112:9726:9996_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:23029:22337_ITS1	54	37
M00842:223:000000000-B33D5:1:1112:7274:2457_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:6176:19186_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:19790:21208_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:15126:24522_ITS1	2	0
M00842:223:000000000-B33D5:1:1109:8818:21529_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:10987:5301_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:3841:16345_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:23679:19204_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:15610:5678_ITS1	0	3
M00842:223:000000000-B33D5:1:1117:18515:8553_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:26339:10807_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:14372:7640_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:18116:5730_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:19932:11544_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:14047:2531_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:14488:8384_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:28128:12276_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:26565:7064_ITS1	5	2
M00842:223:000000000-B33D5:1:1101:12553:12731_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:5633:16297_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:28641:12127_ITS1	20	23
M00842:223:000000000-B33D5:1:1110:27775:8454_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:6024:20392_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:2407:14103_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:23450:24235_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:2847:12855_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:11077:13044_ITS1	7	6
M00842:223:000000000-B33D5:1:1101:10346:2630_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:21232:12449_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:11223:4285_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:15113:8991_ITS1	0	1
