#id	sample1_ITS1	sample2_ITS1
M00842:223:000000000-B33D5:1:1104:20661:21281_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:18509:20032_ITS1	0	3
M00842:223:000000000-B33D5:1:1110:3943:18171_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:26600:10795_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:5938:16716_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:20243:20192_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:13331:12932_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:27741:11814_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:2958:8930_ITS1	3	1
M00842:223:000000000-B33D5:1:1108:9336:15711_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:21408:14143_ITS1	7	6
M00842:223:000000000-B33D5:1:1101:11512:22758_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:1925:11723_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:21162:13234_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:8033:20138_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:24684:11948_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:10783:22365_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:15633:14035_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:8031:23649_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:9437:11203_ITS1	22	23
M00842:223:000000000-B33D5:1:1105:11856:5229_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:2019:12941_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:13656:6390_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:27094:5440_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:3410:14088_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:7679:20264_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:22628:10985_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:24614:6590_ITS1	3	2
M00842:223:000000000-B33D5:1:1101:9532:13194_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:15997:22025_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:4102:15570_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:14624:17173_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:22287:22839_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:23715:7187_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:14956:19941_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:14138:16412_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:8113:1986_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:3163:13975_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:2526:9648_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:5146:21471_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:4479:9758_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:21718:13319_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:10348:23262_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:5772:16003_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:13688:2640_ITS1	20	27
M00842:223:000000000-B33D5:1:1112:11508:6155_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:13937:10524_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:17609:22428_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:12970:10751_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:4724:17038_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:3557:10747_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:13974:18116_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:17670:12547_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:14801:21996_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:11091:7745_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:13783:3862_ITS1	0	2
M00842:223:000000000-B33D5:1:1111:28247:19101_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:15431:18976_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:27026:9185_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:8645:3273_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:8495:19345_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:24819:4338_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:13640:24289_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:4229:7211_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:20965:5613_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:28839:17876_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:15670:2003_ITS1	9	6
M00842:223:000000000-B33D5:1:1109:6160:10145_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:12156:20545_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:14289:1899_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:12157:5324_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:17690:5994_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:6433:16928_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:5822:23086_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:9490:23598_ITS1	2	0
M00842:223:000000000-B33D5:1:1101:9646:8539_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:13484:1899_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16204:5570_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:25406:5563_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:3651:10145_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:8564:17215_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:5075:13542_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:25764:10495_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:9185:23539_ITS1	5	14
M00842:223:000000000-B33D5:1:1108:3204:6935_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:15610:12443_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:4326:5252_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:11520:5111_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:11691:11827_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:19830:7702_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:19910:8474_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:2369:15711_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:3279:13110_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:20110:6840_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:6511:17924_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:7540:1870_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:18146:6539_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:10892:1908_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:14430:12115_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:7620:15283_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:19909:21757_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:14657:5264_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:9804:9625_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:17333:7543_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:20367:1854_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:2762:8237_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:22437:9771_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:12081:1968_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:4895:18101_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:2366:10731_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:5618:17308_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:14320:14544_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:14234:21686_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:9900:20988_ITS1	1	2
M00842:223:000000000-B33D5:1:1103:16681:2867_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:2840:17413_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:14396:21524_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:3485:9031_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:20677:24844_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:20795:17312_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:25443:21745_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:2633:10795_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:7599:2281_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:12575:20652_ITS1	0	1
M00842:223:000000000-B33D5:1:1119:7149:6990_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:11733:10939_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:16540:20831_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:21741:7253_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:18571:15088_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:21209:4898_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22203:24160_ITS1	46	42
M00842:223:000000000-B33D5:1:1105:17484:12615_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:24182:12081_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:12602:21204_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:19287:21519_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:16754:17282_ITS1	0	3
M00842:223:000000000-B33D5:1:1103:12293:5667_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:4573:10990_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:24935:21633_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:10729:5840_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:23668:17721_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:12309:11658_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:19026:16658_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:24579:11073_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:22071:14045_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:10980:8489_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:16451:2206_ITS1	6	4
M00842:223:000000000-B33D5:1:1111:14467:3461_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:17209:20402_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:6357:23088_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:13726:14267_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:7096:10321_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:22042:13718_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:17898:14793_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:2770:9539_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:27183:5615_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:2433:13843_ITS1	1	0
M00842:223:000000000-B33D5:1:1119:17536:2929_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:14386:9478_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:24411:15042_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:19210:12141_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:19114:15491_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:18987:17366_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:20771:15750_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:2294:9448_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:18055:10260_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:2730:12655_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:9290:14824_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:4890:20430_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:8708:10450_ITS1	18	26
M00842:223:000000000-B33D5:1:1116:17600:11396_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:8525:23741_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:28130:14091_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:5288:16934_ITS1	2	0
M00842:223:000000000-B33D5:1:1105:10346:6141_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:21238:8452_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:20632:17829_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:20035:14277_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:24059:16294_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:9350:22039_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:19802:2660_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:23917:22048_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:22443:17895_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:15475:2468_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:20966:8972_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:20135:6834_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:4530:8593_ITS1	6	3
M00842:223:000000000-B33D5:1:1110:11403:19020_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:3626:9756_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:15162:8501_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:2124:12606_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:22869:6355_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:8125:23054_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:9139:8874_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:3581:18626_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:9833:5965_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:13745:17217_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:9915:6996_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:21205:4600_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:11847:5402_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:29317:11029_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:20269:7382_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:22710:2304_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:20076:24542_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:8754:20235_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:21725:7445_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:4651:15450_ITS1	0	1
M00842:223:000000000-B33D5:1:1113:20886:12350_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:27012:11090_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:2986:8683_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:21194:8335_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:23294:10400_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:18466:17087_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:4520:20327_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:9793:22133_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:4829:21036_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:11015:5529_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:10548:20674_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:20600:7582_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:11649:15887_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:15318:20207_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:23956:3851_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:26481:20198_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:26287:14460_ITS1	82	70
M00842:223:000000000-B33D5:1:1115:15962:13956_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:14322:2884_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:25312:5396_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:5619:5973_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:8885:21161_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:15430:18925_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:5524:16677_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:8717:17181_ITS1	0	2
M00842:223:000000000-B33D5:1:1101:11277:11499_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:7290:6162_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:8916:3159_ITS1	6	2
M00842:223:000000000-B33D5:1:1111:21517:23122_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:13988:19898_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:9423:6850_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:5332:21123_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:20819:23222_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:3107:9691_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:14056:4757_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:15745:23536_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:21843:24955_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:23944:16172_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:15794:12633_ITS1	9	4
M00842:223:000000000-B33D5:1:1108:4282:10031_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:10955:4768_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:12510:15061_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:23750:2867_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:23536:5193_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:26939:20331_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:22741:18392_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:7323:4326_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:8778:21248_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:19262:6685_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:22925:4008_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:19318:18629_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:2202:15244_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:5096:11438_ITS1	1	0
M00842:223:000000000-B33D5:1:1104:22707:6337_ITS1	1	0
M00842:223:000000000-B33D5:1:1119:8442:7169_ITS1	0	1
M00842:223:000000000-B33D5:1:1111:21336:22896_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:19719:9553_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:9146:7460_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:16766:12323_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:13440:6517_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:11811:18557_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:19627:7989_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:15737:2411_ITS1	1	1
M00842:223:000000000-B33D5:1:1104:10623:24988_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:12119:7510_ITS1	18	15
M00842:223:000000000-B33D5:1:1109:3647:15103_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:16354:6099_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22668:7357_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:20743:7784_ITS1	1	0
M00842:223:000000000-B33D5:1:1114:11483:6071_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:4825:8060_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:5309:18579_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:24571:12671_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:17246:5577_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:28735:14107_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:20425:7843_ITS1	2	0
M00842:223:000000000-B33D5:1:1117:22928:7336_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16140:19286_ITS1	0	1
M00842:223:000000000-B33D5:1:1116:7285:24369_ITS1	0	2
M00842:223:000000000-B33D5:1:1116:16802:8041_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:20171:4409_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:21513:6310_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:3071:9564_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:4459:17721_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:22219:5851_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:23585:7621_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:10278:7223_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:16275:23079_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:19814:9038_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:21598:7608_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:11406:19815_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:9974:3201_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:19704:5819_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:5523:7210_ITS1	0	1
M00842:223:000000000-B33D5:1:1107:11560:7839_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:18382:7065_ITS1	3	2
M00842:223:000000000-B33D5:1:1112:9381:7488_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:16379:15273_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:3776:18203_ITS1	1	0
M00842:223:000000000-B33D5:1:1119:22611:7749_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:25891:4256_ITS1	0	1
M00842:223:000000000-B33D5:1:1112:4704:6033_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:17613:8642_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:20727:7598_ITS1	1	0
M00842:223:000000000-B33D5:1:1111:23749:15000_ITS1	1	0
M00842:223:000000000-B33D5:1:1103:7989:11954_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:4374:10232_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:23134:1753_FROGS_combined_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:15819:7209_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:9806:19278_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:23845:22840_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:5575:20630_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:17495:23494_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:6576:13146_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:5944:19973_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:10112:14056_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:8478:22598_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:28119:16205_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:2674:18275_ITS1	0	1
M00842:223:000000000-B33D5:1:1114:24798:15411_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:16426:5947_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:2613:10032_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:12107:24307_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:22183:1803_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:12748:9452_ITS1	1	0
M00842:223:000000000-B33D5:1:1110:19140:6970_ITS1	3	0
M00842:223:000000000-B33D5:1:1101:14944:13852_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:10829:11350_ITS1	0	1
M00842:223:000000000-B33D5:1:1102:18161:6115_ITS1	2	0
M00842:223:000000000-B33D5:1:1102:12214:5405_ITS1	1	0
M00842:223:000000000-B33D5:1:1109:2796:13426_ITS1	1	0
M00842:223:000000000-B33D5:1:1118:3959:19155_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:3208:18401_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:18418:4023_ITS1	0	1
M00842:223:000000000-B33D5:1:1108:17156:8412_ITS1	1	0
M00842:223:000000000-B33D5:1:1108:6139:20433_ITS1	0	1
M00842:223:000000000-B33D5:1:1104:5155:17096_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:6416:18636_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:17477:5671_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:6970:3627_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:13385:5265_ITS1	0	1
M00842:223:000000000-B33D5:1:1117:17190:5629_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:18839:3498_ITS1	1	0
M00842:223:000000000-B33D5:1:1106:28680:18490_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:8612:2609_ITS1	66	98
M00842:223:000000000-B33D5:1:1105:18942:7596_ITS1	1	1
M00842:223:000000000-B33D5:1:1104:15687:3497_ITS1	1	1
M00842:223:000000000-B33D5:1:1105:4129:19297_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:13435:4065_ITS1	0	2
M00842:223:000000000-B33D5:1:1117:17641:8611_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:6990:9050_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:15681:3421_ITS1	1	0
M00842:223:000000000-B33D5:1:1115:10568:3898_ITS1	0	1
M00842:223:000000000-B33D5:1:1105:23029:8343_ITS1	1	0
M00842:223:000000000-B33D5:1:1112:22448:8905_ITS1	1	1
M00842:223:000000000-B33D5:1:1101:14496:6114_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:25245:3884_ITS1	1	0
M00842:223:000000000-B33D5:1:1113:20897:7650_ITS1	2	0
M00842:223:000000000-B33D5:1:1101:4269:12682_ITS1	1	1
M00842:223:000000000-B33D5:1:1101:22066:7665_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:14484:6731_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:15166:6127_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:9754:6579_ITS1	0	1
M00842:223:000000000-B33D5:1:1109:25393:22684_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:14511:3054_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:13908:7394_ITS1	0	2
M00842:223:000000000-B33D5:1:1102:21188:19310_ITS1	0	1
M00842:223:000000000-B33D5:1:1106:10227:16646_ITS1	1	0
M00842:223:000000000-B33D5:1:1105:11079:23607_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:8774:16161_ITS1	0	1
M00842:223:000000000-B33D5:1:1118:6153:21524_ITS1	0	1
M00842:223:000000000-B33D5:1:1103:19639:7325_ITS1	1	0
M00842:223:000000000-B33D5:1:1116:9390:18063_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:22934:5541_ITS1	1	3
M00842:223:000000000-B33D5:1:1101:18017:5587_ITS1	0	3
M00842:223:000000000-B33D5:1:1104:4433:7913_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:25265:5901_ITS1	0	1
M00842:223:000000000-B33D5:1:1115:18036:7643_ITS1	0	1
M00842:223:000000000-B33D5:1:1110:12386:11761_ITS1	1	1
M00842:223:000000000-B33D5:1:1101:8760:18951_ITS1	1	0
M00842:223:000000000-B33D5:1:1107:19688:5998_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:10181:11341_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:3914:7014_ITS1	1	0
M00842:223:000000000-B33D5:1:1117:12549:9615_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:15611:7907_ITS1	1	1
M00842:223:000000000-B33D5:1:1107:3620:6808_ITS1	1	0
M00842:223:000000000-B33D5:1:1102:13981:15139_ITS1	1	0
M00842:223:000000000-B33D5:1:1101:22808:10184_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:21203:19067_ITS1	0	1
M00842:223:000000000-B33D5:1:1101:21207:5693_ITS1	1	2
