#id	sampleA_R1	sampleB_R1
ERR619083.M00704:57:000000000-A5HJE:1:2113:22963:11061.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13127:5660.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:21016:3794.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:17791:13297.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13852:27578.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:4338:23464.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:13927:7311.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:23047:13142.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:7869:13682.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:5149:10480.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:15945:21616.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:10332:5880.1	184	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:9636:21086.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:12564:8140.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:20407:20363.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:19090:23087.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:11201:10314.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:7207:14683.1	7	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:3546:18095.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:24707:17777.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:2835:13489.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:9416:15728.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:16215:22484.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:26746:9047.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:23286:15546.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:8367:17722.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:4276:13665.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22722:22713.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:2271:12854.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:18957:4407.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:8916:11037.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:6757:24902.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:3547:12234.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23848:9117.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:13295:13674.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:21804:24036.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:11965:27980.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:15824:24188.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:20816:21550.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:5343:20909.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:13861:27028.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:22310:23463.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:22975:5849.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:16176:3995.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:18098:27105.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:6383:15376.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:6932:24153.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:2201:16973.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:14884:14162.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:7530:10499.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:20092:27058.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:14585:26751.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:8798:18806.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:20338:9281.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:12260:27719.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:6773:24149.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:18815:14123.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:10720:7926.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:23464:14098.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:15207:24278.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:11046:18311.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:13104:25124.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:10885:14018.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:7781:22461.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11582:28068.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:7951:13345.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:9058:5728.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:17052:3238.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:19024:2903.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:22690:6765.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8758:8053.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:10456:21122.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:8848:10827.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:4231:14626.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:11441:20474.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:24485:5033.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:15123:23093.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:27766:19542.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:15248:10236.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:21323:24846.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:14877:7187.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:7858:5737.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:18840:14926.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:12962:17599.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8152:15379.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:26562:17855.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:13678:4361.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:27643:14489.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:18881:7900.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:11983:7856.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:12755:27688.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:18342:16255.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:10771:9828.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:16204:22079.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:14333:8370.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:6225:11554.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:13377:4695.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:19087:4921.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:5112:9961.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:12944:18654.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:18393:25390.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:9247:17827.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:8904:23765.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:19613:10249.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:24744:13251.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:16282:9553.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:21052:6458.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:14106:14361.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:25024:16682.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:26645:14790.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:19170:17084.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:10960:25356.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:18693:23527.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:22629:15886.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:27619:13653.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:9856:27350.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:11971:3693.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:17320:10390.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:22891:3641.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:24210:24336.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24521:23525.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:17988:26729.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:14346:9596.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:10743:15452.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:8871:15665.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:20855:22351.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9990:16453.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:11871:18107.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:23030:7944.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:10585:21032.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22678:4079.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:8208:16322.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:14794:23075.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:16377:9740.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11598:11798.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:14982:9787.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:26670:19926.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:4116:7539.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:7654:15224.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:20064:16654.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:20498:4357.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:22241:20143.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:23012:26118.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:2590:17507.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:5021:23783.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:10370:12795.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:25246:9079.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:13104:14836.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11566:23834.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:25940:13967.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:16362:22398.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:12794:20366.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:6373:12714.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:5930:17318.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:27161:11095.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:25338:13302.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:21107:15136.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:11083:22720.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:13648:6569.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15939:5938.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:8151:22985.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:26105:17983.1	6	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:5400:23377.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:24482:22169.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:6945:5148.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9129:3750.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:8898:24259.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:19059:10157.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:24088:14779.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:26069:14204.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:11570:15946.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:14427:13725.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:15572:13116.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:13895:6985.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:21151:12385.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:9313:16450.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:5163:17367.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9067:22690.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:24959:21302.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:5909:23549.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:21974:18583.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:6031:16058.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:12202:11649.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:8731:10773.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:21960:6232.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:22018:19239.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:14691:15791.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:23664:15958.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:28429:14835.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:9771:9801.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:24817:17396.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:13654:23263.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:10879:13810.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:27300:16092.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:21978:6902.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:6444:7201.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:22590:22673.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:13536:23066.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:14590:9956.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:11430:6435.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:18358:14820.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:18603:23300.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:24006:23510.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11656:14454.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:6076:19349.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:9837:2889.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:11189:6953.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:8457:27180.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:14927:11267.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:23559:18123.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:14411:19702.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:3641:12779.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:18090:8630.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:16207:27763.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:22844:17227.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:22394:8761.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:21795:21367.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:22485:4140.1	19	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:8094:21991.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:11644:24884.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:16750:7663.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:7154:6885.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:22212:13911.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:14048:3408.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:14781:21282.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:17560:23532.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:9171:20211.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:10209:8379.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8277:12680.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:17883:5786.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:14732:1706.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:13608:19754.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:7587:7839.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:5345:9388.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:7362:5730.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:18164:12109.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:10524:24749.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:12675:25766.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:15033:11970.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15193:19265.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:19316:9411.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:8804:21399.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:18227:22788.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:4353:12327.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13582:26158.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:10465:22175.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:7849:4233.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15712:17766.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:7430:11551.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11653:6681.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:16233:3784.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:8579:26768.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:20359:16668.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:21919:14986.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:18733:22443.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:6526:8785.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:14031:6353.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:24558:8761.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:21559:6039.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9089:10299.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:2746:19214.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:16310:6469.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:21416:14519.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22749:11835.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:9149:16417.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:24958:12051.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:14195:13721.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:26731:18711.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:11925:18405.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:21031:15611.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15677:25542.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:18995:24061.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:10892:7039.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23057:11617.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:22557:9414.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:18832:19232.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:6768:15028.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:11853:17247.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:5899:20504.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:14762:14017.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9732:8103.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:21047:22487.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:26901:9045.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:9603:23765.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:21031:14946.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:3295:18994.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:25168:15696.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:13433:25776.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:7080:11642.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:7246:21190.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:10435:14226.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:18064:7887.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:19012:14345.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:17774:7285.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:6874:23465.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9450:7399.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:20814:3180.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:18355:13419.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:28542:15438.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:3015:18538.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:15372:6331.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:7528:13184.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:14040:13339.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:11908:11814.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:28621:20454.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:12450:13751.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:9741:27040.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:16982:19086.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:17959:26503.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:20756:13794.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:19173:19965.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:15010:14773.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:3166:9584.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:7795:24983.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:16308:4799.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:17995:19060.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:8007:19618.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:14985:4955.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:19296:19052.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:19051:27306.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:13135:4345.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:20407:18568.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:18948:21643.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:5140:20120.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:5808:12336.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:11698:17378.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:13109:23773.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11922:5328.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:10050:5645.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:12192:8748.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:24317:7066.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:17129:19235.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:18874:15777.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:16585:16706.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:21474:11865.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:19616:15785.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:24434:14165.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:11834:10779.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:9455:20460.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:6410:24870.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:27887:12487.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:11489:22914.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:27248:14533.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:25313:19894.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:9430:26778.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:25806:21267.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:18838:25532.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:29571:13455.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:17558:13108.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:5036:9005.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:9788:5537.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:7503:12318.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:5484:11623.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:20432:19246.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:24116:19635.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:6933:11776.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:18624:20450.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:19798:9815.1	1	0
