#id	sampleA_R1	sampleB_R1
ERR619083.M00704:57:000000000-A5HJE:1:2107:19419:20933.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:17950:29092.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:17577:21009.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:24293:11491.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:5394:14909.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:8148:21354.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16087:4813.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16099:12747.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:16784:16413.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:23910:9724.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:26225:17012.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16733:5006.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:16506:4048.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:15938:13693.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:16930:12230.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:6311:7892.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:17042:3036.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:23554:15221.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:17397:17667.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:19884:16490.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:25538:18402.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:14632:23374.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:6087:10670.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:23150:26504.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:12235:4820.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:21975:7581.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:15249:10341.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:19089:13092.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:15989:8840.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:21505:20384.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:25273:14037.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:7495:10525.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:20265:23430.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:18961:16053.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:11164:5606.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:18913:9082.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:20169:18156.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:18147:16445.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:7314:7873.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:7854:9667.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:17038:28299.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:21827:17341.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:13876:11585.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:8218:9147.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:26920:11202.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:4469:14090.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:14733:1562.1	4	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22917:6370.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:12983:8321.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:26465:10049.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:15758:7961.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:9842:16725.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:14859:5648.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:16255:7681.1	3	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:12896:7240.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:12959:9808.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:18630:19085.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:12637:5670.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11935:3848.1	159	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:12903:26501.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:25037:12321.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:5003:17549.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:9331:10777.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:16157:4362.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:9932:17726.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:18974:5776.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:6365:8846.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:21019:17286.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:5416:18325.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:17295:27126.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:6790:11309.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:18504:27053.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:27581:8715.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:8421:21482.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:12122:19319.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:9278:5427.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:1938:14262.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:4307:10074.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:21431:5486.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:27552:15464.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:17369:8729.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:9551:25781.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:6793:8456.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:16632:22691.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:25127:8977.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:12189:19248.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:9143:24326.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:21493:15499.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:12531:28034.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8438:8319.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:23296:14845.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:15834:14385.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:15460:20316.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:12416:18084.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16039:23587.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:18394:8572.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:14782:8512.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:23685:10012.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:10841:26044.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:9855:13300.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:3992:15047.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:9131:23645.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:20368:17836.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:4182:10643.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:23287:7784.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:23907:7253.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:22488:21642.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:13111:18158.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:6077:14695.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:10361:21068.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:7415:16948.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:11228:15448.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:24171:21855.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:13422:9202.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:7893:19825.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:19514:24351.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:24816:16033.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:10527:12277.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:6916:15092.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:24118:7112.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:25324:10202.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:27947:21327.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:6652:19853.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16897:20076.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:10392:16975.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:25885:6138.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:10369:25064.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:21606:3432.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:10013:15172.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:10698:5141.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:25114:21736.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:20976:22430.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:26861:9498.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:16276:27880.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15237:29169.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:18822:1771.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16803:4906.1	65	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:8328:14367.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:23795:10678.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:14497:28795.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:3778:11635.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:22157:21706.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:20365:26156.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:18356:23938.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:24758:16947.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:9112:21707.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:14740:10492.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:17236:4643.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:9500:26962.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:13934:17244.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:19569:7191.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:5470:18784.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:9289:12546.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:15734:9897.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:12591:15395.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:5203:15693.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:19944:11738.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:18866:12436.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:15910:5042.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:20927:21459.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:16184:15007.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:20480:7726.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:19189:26728.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:15370:11915.1	4	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:5710:21159.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:15429:23988.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:12709:25402.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:6433:13571.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:17819:5409.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:8577:23643.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:23507:5319.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:23270:17041.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:8162:6247.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:27407:11609.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16713:7751.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:13658:24674.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:13828:19170.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:9709:22825.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:14309:17295.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:15079:4223.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:15602:4726.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:20214:5236.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:3436:15129.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:20292:24301.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13721:3055.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:16345:11330.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:15264:16013.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:7182:8447.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:5191:13107.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:7958:10279.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:2654:16633.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:18384:15509.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:22122:21480.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:14300:25234.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:25381:14932.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:17718:24623.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:8983:20358.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:6158:23321.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:21988:27619.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:22398:22570.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:16886:9123.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:13284:24617.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:26050:22154.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:9664:9784.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:23465:9449.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:20406:11291.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:22954:20415.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:16169:7801.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:5024:9119.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:22841:9558.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:18612:9128.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11319:18749.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:5300:16015.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:9389:8389.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:17058:2043.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:27475:10680.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:21799:27374.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:7375:4246.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:18991:20894.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:8629:7633.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:17017:14731.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:10849:5662.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:16171:25143.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:13819:23317.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:12624:19503.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:19016:15536.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:18582:26341.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:10443:6216.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:15707:19128.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:12619:27552.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:19509:23430.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:19003:2497.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:3650:18216.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:20754:10509.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:22842:14974.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:14283:14421.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13217:14579.1	8	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:8925:25507.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:10050:18650.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:16857:6884.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:14187:22310.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:15751:18296.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:25883:17102.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:4532:17308.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:19077:10631.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:16098:24583.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:25483:18645.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:20236:8848.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:14150:23038.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:17709:8239.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:13177:24070.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:16789:18502.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:25185:20212.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:3069:15339.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:7167:21565.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:10262:12764.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:21359:15382.1	5	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24010:10505.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:21730:5605.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:25385:17336.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:12558:16365.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:11809:21336.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:3056:13194.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:17247:18583.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:18994:18247.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:8499:18199.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:10550:28033.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:13690:17258.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:6860:23651.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:8184:14355.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:4422:14735.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:19554:27093.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:12200:24953.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:13748:7474.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:4064:13643.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:11791:15232.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:26089:9102.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:17676:19119.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:2754:20547.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:23718:7072.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:16091:9212.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:25657:7926.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24947:5728.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:9004:27471.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:18671:3344.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:8829:27037.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:19921:26162.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:22706:19209.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:8248:17291.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:10786:8843.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:29302:12004.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:29390:15801.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:6247:6001.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:4179:14887.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:23290:13148.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:9968:21540.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13043:4324.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:10059:25577.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:12269:25954.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:4999:11599.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:11770:14957.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:11889:18767.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:15406:2267.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:25915:17358.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:12180:10882.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:23744:9196.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:19222:16632.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:22056:20900.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:13032:4107.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:3386:14686.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:12000:16918.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:12256:14691.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:6100:15368.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:19660:14895.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:12030:24496.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:24509:24218.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:25713:23150.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:16348:22098.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:22426:7314.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:21290:23975.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:11235:27782.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:19591:9670.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:3022:19074.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:13252:26698.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:10709:15064.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:21265:6900.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:25337:10712.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:17086:4656.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:3985:15269.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:28313:11831.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:18284:22635.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:20557:12359.1	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:24071:23071.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:7934:6833.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:11764:20281.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:10031:6310.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:22507:16876.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:8266:3755.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:26980:18715.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:5751:22558.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:5674:17194.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:10925:10297.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:3666:9249.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:6057:17701.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:20158:19011.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:27916:10906.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:5381:16428.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:26317:9969.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:13477:25386.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:13236:15679.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:23336:23376.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:10612:18575.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:11520:26854.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:20635:19358.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:6645:8365.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:10981:10393.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:7288:19776.1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:18892:23363.1	2	0
