<trainsetNo>1</trainsetNo><version>null</version><modversion>null</modversion><file>wordConditionalProbIndexArr</file>
0	0
1	46
2	73
3	100
4	156
5	180
6	205
7	217
8	231
9	244
10	268
11	275
12	283
13	351
14	391
15	396
16	410
17	440
18	463
19	463
20	475
21	497
22	519
23	527
24	547
25	572
26	584
27	587
28	590
29	612
30	627
31	637
32	642
33	654
34	659
35	666
36	674
37	687
38	710
39	726
40	740
41	748
42	759
43	772
44	776
45	785
46	792
47	795
48	802
49	893
50	921
51	926
52	949
53	970
54	1056
55	1063
56	1087
57	1092
58	1099
59	1101
60	1104
61	1118
62	1140
63	1143
64	1164
65	1206
66	1227
67	1235
68	1251
69	1288
70	1303
71	1310
72	1321
73	1322
74	1328
75	1329
76	1329
77	1368
78	1371
79	1376
80	1379
81	1402
82	1423
83	1428
84	1430
85	1455
86	1491
87	1502
88	1511
89	1529
90	1554
91	1558
92	1563
93	1580
94	1594
95	1596
96	1599
97	1665
98	1673
99	1681
100	1684
101	1706
102	1719
103	1739
104	1740
105	1742
106	1746
107	1751
108	1752
109	1777
110	1785
111	1799
112	1801
113	1819
114	1838
115	1867
116	1869
117	1889
118	1913
119	1921
120	1941
121	1945
122	1959
123	1963
124	1964
125	1975
126	1980
127	1982
128	1986
129	2005
130	2017
131	2026
132	2032
133	2036
134	2042
135	2043
136	2051
137	2055
138	2071
139	2081
140	2083
141	2099
142	2110
143	2115
144	2118
145	2132
146	2163
147	2167
148	2178
149	2223
150	2234
151	2243
152	2249
153	2257
154	2281
155	2290
156	2292
157	2300
158	2315
159	2330
160	2332
161	2336
162	2352
163	2357
164	2366
165	2373
166	2387
167	2392
168	2410
169	2419
170	2431
171	2443
172	2455
173	2472
174	2480
175	2487
176	2493
177	2514
178	2559
179	2589
180	2592
181	2596
182	2608
183	2622
184	2627
185	2638
186	2645
187	2649
188	2652
189	2658
190	2671
191	2675
192	2691
193	2789
194	2832
195	2860
196	2903
197	2931
198	2945
199	2954
200	2964
201	2975
202	2980
203	2981
204	2987
205	3030
206	3048
207	3051
208	3126
209	3135
210	3165
211	3168
212	3173
213	3195
214	4010
215	4039
216	4048
217	4049
218	4059
219	4062
220	4063
221	4085
222	4142
223	4147
224	4201
225	4209
226	4220
227	4223
228	4224
229	4231
230	4234
231	4237
232	4249
233	4252
234	4253
235	4266
236	4271
237	4278
238	4282
239	4287
240	4298
241	4318
242	4335
243	4351
244	4360
245	4377
246	4416
247	4418
248	4449
249	4450
250	4456
