<trainsetNo>1</trainsetNo><version>null</version><modversion>null</modversion><file>logWordPrior</file>
0	-3.568472
1	-4.093738
2	-4.093738
3	-3.3736837
4	-4.2092514
5	-4.1692457
6	-4.8821955
7	-4.7337756
8	-4.8052344
9	-4.2092514
10	-5.393021
11	-5.267858
12	-3.1810906
13	-3.7066224
14	-5.703176
15	-4.7337756
16	-3.9901977
17	-4.250924
18	-8.101071
19	-4.8821955
20	-4.294409
21	-4.294409
22	-5.267858
23	-4.3874993
24	-4.1692457
25	-4.8821955
26	-6.1551614
27	-6.1551614
28	-4.294409
29	-4.667084
30	-5.056549
31	-5.703176
32	-4.8821955
33	-5.703176
34	-5.393021
35	-5.267858
36	-4.8052344
37	-4.250924
38	-4.6045637
39	-4.7337756
40	-5.267858
41	-4.965577
42	-4.8052344
43	-5.9038467
44	-5.1566324
45	-5.393021
46	-6.1551614
47	-5.393021
48	-2.8915854
49	-4.05802
50	-5.703176
51	-4.250924
52	-4.3398714
53	-2.94778
54	-5.393021
55	-4.2092514
56	-5.703176
57	-5.393021
58	-6.4916334
59	-6.1551614
60	-4.7337756
61	-4.294409
62	-6.1551614
63	-4.3398714
64	-3.6584203
65	-4.3398714
66	-5.267858
67	-4.6045637
68	-3.7835834
69	-4.667084
70	-5.393021
71	-4.965577
72	-7.002459
73	-5.5361223
74	-7.002459
75	-8.101071
76	-3.7316236
77	-6.1551614
78	-5.703176
79	-6.1551614
80	-4.250924
81	-4.3398714
82	-5.703176
83	-6.4916334
84	-4.1692457
85	-3.8106122
86	-4.965577
87	-5.1566324
88	-4.490154
89	-4.093738
90	-5.9038467
91	-5.703176
92	-4.5457234
93	-4.7337756
94	-6.4916334
95	-6.1551614
96	-3.2107224
97	-5.267858
98	-5.267858
99	-6.1551614
100	-4.294409
101	-4.8052344
102	-4.3874993
103	-7.002459
104	-6.4916334
105	-5.9038467
106	-5.703176
107	-7.002459
108	-4.1692457
109	-5.267858
110	-4.7337756
111	-6.4916334
112	-4.490154
113	-4.43751
114	-4.0235343
115	-6.4916334
116	-4.3874993
117	-4.2092514
118	-5.267858
119	-4.3874993
120	-5.9038467
121	-4.7337756
122	-5.9038467
123	-7.002459
124	-4.965577
125	-5.703176
126	-6.4916334
127	-5.9038467
128	-4.43751
129	-4.8821955
130	-5.1566324
131	-5.5361223
132	-5.9038467
133	-5.5361223
134	-7.002459
135	-5.267858
136	-5.9038467
137	-4.6045637
138	-5.056549
139	-6.4916334
140	-4.6045637
141	-4.965577
142	-5.703176
143	-6.1551614
144	-4.7337756
145	-3.9579368
146	-5.9038467
147	-4.965577
148	-3.568472
149	-4.965577
150	-5.1566324
151	-5.5361223
152	-5.267858
153	-4.2092514
154	-5.1566324
155	-6.4916334
156	-5.267858
157	-4.667084
158	-4.667084
159	-6.4916334
160	-5.9038467
161	-4.6045637
162	-5.703176
163	-5.1566324
164	-5.393021
165	-4.7337756
166	-5.703176
167	-4.490154
168	-5.1566324
169	-4.8821955
170	-4.8821955
171	-4.8821955
172	-4.5457234
173	-5.267858
174	-5.393021
175	-5.5361223
176	-4.3398714
177	-3.568472
178	-3.9901977
179	-6.1551614
180	-5.9038467
181	-4.8821955
182	-4.7337756
183	-5.703176
184	-4.8821955
185	-5.393021
186	-5.9038467
187	-6.1551614
188	-5.5361223
189	-4.8052344
190	-5.9038467
191	-4.6045637
192	-2.8178678
193	-3.6351633
194	-4.05802
195	-3.612435
196	-4.05802
197	-4.7337756
198	-5.1566324
199	-5.056549
200	-4.965577
201	-5.703176
202	-7.002459
203	-5.5361223
204	-3.6351633
205	-4.490154
206	-6.1551614
207	-3.0837917
208	-5.1566324
209	-3.9901977
210	-6.1551614
211	-5.703176
212	-4.294409
213	-0.69922996
214	-4.0235343
215	-5.1566324
216	-7.002459
217	-5.056549
218	-6.1551614
219	-7.002459
220	-4.294409
221	-3.3561394
222	-5.703176
223	-3.4097238
224	-5.267858
225	-4.965577
226	-6.1551614
227	-7.002459
228	-5.393021
229	-6.1551614
230	-6.1551614
231	-4.8821955
232	-6.1551614
233	-7.002459
234	-4.8052344
235	-5.703176
236	-5.393021
237	-5.9038467
238	-5.703176
239	-4.965577
240	-4.3874993
241	-4.5457234
242	-4.6045637
243	-5.1566324
244	-4.5457234
245	-3.7316236
246	-6.4916334
247	-3.9579368
248	-7.002459
249	-5.5361223
250	-6.4916334
251	-6.1551614
252	-5.1566324
253	-3.9901977
254	-4.7337756
255	-3.2727578
256	-3.4663424
257	-2.9025745
258	-4.667084
259	-2.7587373
260	-4.8052344
261	-5.1566324
262	-4.965577
263	-4.667084
264	-6.4916334
265	-3.9901977
266	-8.101071
267	-6.4916334
268	-5.5361223
269	-4.490154
270	-7.002459
271	-6.4916334
272	-3.590212
273	-3.3388975
274	-4.965577
275	-4.250924
276	-5.056549
277	-4.294409
278	-4.490154
279	-5.393021
280	-4.7337756
281	-6.4916334
282	-7.002459
283	-8.101071
284	-5.5361223
285	-4.3398714
286	-6.4916334
287	-7.002459
288	-6.4916334
289	-6.1551614
290	-5.5361223
291	-6.1551614
292	-5.393021
293	-5.5361223
294	-6.1551614
295	-5.267858
296	-8.101071
297	-7.002459
298	-7.002459
299	-5.393021
300	-7.002459
301	-7.002459
302	-8.101071
303	-8.101071
304	-2.50636
305	-3.4282427
306	-3.7066224
307	-5.9038467
308	-5.9038467
309	-5.703176
310	-5.393021
311	-6.4916334
312	-5.9038467
313	-5.9038467
314	-8.101071
315	-7.002459
316	-6.1551614
317	-6.4916334
318	-5.703176
319	-5.1566324
320	-3.2107224
321	-4.2092514
322	-5.9038467
323	-7.002459
324	-4.3874993
325	-3.5059516
326	-5.9038467
327	-3.4663424
328	-8.101071
329	-3.9266841
330	-7.002459
331	-4.667084
332	-5.056549
333	-5.9038467
334	-7.002459
335	-6.4916334
336	-3.866965
337	-3.682231
338	-4.3398714
339	-5.267858
340	-4.0235343
341	-3.3915412
342	-4.667084
343	-4.05802
344	-4.8052344
345	-5.9038467
346	-4.8052344
347	-4.7337756
348	-5.393021
349	-4.1692457
350	-5.703176
351	-5.703176
352	-4.7337756
353	-4.3398714
354	-6.4916334
355	-5.1566324
356	-5.267858
357	-5.1566324
358	-5.393021
359	-4.0235343
360	-4.667084
361	-5.9038467
362	-6.1551614
363	-5.9038467
364	-4.965577
365	-4.7337756
366	-5.703176
367	-7.002459
368	-4.2092514
369	-4.0235343
370	-4.0235343
371	-7.002459
372	-5.267858
373	-4.1692457
374	-5.056549
375	-1.84149
376	-6.1551614
377	-7.002459
378	-6.4916334
379	-7.002459
380	-6.1551614
381	-5.267858
382	-8.101071
383	-7.002459
384	-4.3398714
385	-2.257527
386	-4.43751
387	-7.002459
388	-5.5361223
389	-5.5361223
390	-5.5361223
391	-5.5361223
392	-6.1551614
393	-5.056549
394	-5.5361223
395	-6.1551614
396	-6.1551614
397	-5.9038467
398	-7.002459
399	-6.1551614
400	-4.093738
401	-2.712
402	-5.1566324
403	-5.703176
404	-5.056549
405	-4.8052344
406	-5.267858
407	-5.9038467
408	-3.8383915
409	-4.667084
410	-5.703176
411	-5.9038467
412	-5.393021
413	-4.8052344
414	-7.002459
415	-6.1551614
416	-6.4916334
417	-4.7337756
418	-5.056549
419	-7.002459
420	-6.1551614
421	-6.4916334
422	-5.703176
423	-6.1551614
424	-5.9038467
425	-5.267858
426	-5.9038467
427	-4.965577
428	-5.267858
429	-5.267858
430	-8.101071
431	-5.5361223
432	-5.393021
433	-1.512145
434	-3.7316236
435	-7.002459
436	-5.5361223
437	-5.056549
438	-5.267858
439	-5.703176
440	-0.12550683
441	-4.965577
442	-6.4916334
443	-8.101071
444	-6.1551614
445	-6.1551614
446	-7.002459
447	-5.703176
448	-3.3388975
449	-4.43751
450	-5.267858
451	-5.703176
452	-4.3874993
453	-4.093738
454	-8.101071
455	-4.294409
456	-7.002459
457	-3.3736837
