#seed_id	observation_name	observation_sum	sampleA_R1	sampleB_R1
ERR619083.M00704:57:000000000-A5HJE:1:1103:6325:19377.1	Cluster_13244	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:10398:24401.1	Cluster_13245	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:22335:19434.1	Cluster_13246	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:26246:21282.1	Cluster_13247	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:3420:13151.1	Cluster_13248	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:18402:3063.1	Cluster_13249	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:1819:15161.1	Cluster_13250	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:4113:18477.1	Cluster_13251	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:19872:6509.1	Cluster_13252	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24548:9725.1	Cluster_13253	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:13144:12357.1	Cluster_13254	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:17476:3597.1	Cluster_13255	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:26279:22105.1	Cluster_13256	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:3576:15869.1	Cluster_13257	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:10899:26757.1	Cluster_13258	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:24592:7077.1	Cluster_13259	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:19459:2734.1	Cluster_13260	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:8957:3409.1	Cluster_13261	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:15958:27249.1	Cluster_13262	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:12952:12244.1	Cluster_13263	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:21934:24418.1	Cluster_13264	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:11607:20136.1	Cluster_13265	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:26516:6760.1	Cluster_13266	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:23173:13806.1	Cluster_13267	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:24972:12965.1	Cluster_13268	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:10839:5747.1	Cluster_13269	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13058:7846.1	Cluster_13270	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:23736:24715.1	Cluster_13271	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:23612:9599.1	Cluster_13272	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:10978:13769.1	Cluster_13273	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:22854:8620.1	Cluster_13274	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:14409:27492.1	Cluster_13275	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:3083:14121.1	Cluster_13276	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22299:21271.1	Cluster_13277	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:6851:16269.1	Cluster_13278	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:17375:19446.1	Cluster_13279	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:23520:6133.1	Cluster_13280	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:18195:12248.1	Cluster_13281	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:21891:16851.1	Cluster_13282	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:21852:4777.1	Cluster_13283	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:15714:4953.1	Cluster_13284	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:11005:23629.1	Cluster_13285	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:14086:27426.1	Cluster_13286	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:18425:11354.1	Cluster_13287	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:11830:9256.1	Cluster_13288	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:9932:22570.1	Cluster_13289	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16928:16271.1	Cluster_13290	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:27311:20127.1	Cluster_13291	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:18207:12565.1	Cluster_13292	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:14574:11618.1	Cluster_13293	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:4794:16985.1	Cluster_13294	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:26607:10118.1	Cluster_13295	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:5547:22038.1	Cluster_13296	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:16598:12900.1	Cluster_13297	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:5321:23073.1	Cluster_13298	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:28428:10988.1	Cluster_13299	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:23851:5947.1	Cluster_13300	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:28058:10753.1	Cluster_13301	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:27350:9922.1	Cluster_13302	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:11571:10169.1	Cluster_13303	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:20137:9859.1	Cluster_13304	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:16632:25479.1	Cluster_13305	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:17039:3054.1	Cluster_13306	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:2530:15950.1	Cluster_13307	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:11124:3922.1	Cluster_13308	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:5574:21581.1	Cluster_13309	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:12079:12603.1	Cluster_13310	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:26946:17486.1	Cluster_13311	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:23739:8083.1	Cluster_13312	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:7833:5146.1	Cluster_13313	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:25767:13279.1	Cluster_13314	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:11057:13993.1	Cluster_13315	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:13863:17995.1	Cluster_13316	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:13706:25750.1	Cluster_13317	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:11012:25090.1	Cluster_13318	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:17337:7821.1	Cluster_13319	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:10172:11801.1	Cluster_13320	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:11288:9291.1	Cluster_13321	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:19718:12939.1	Cluster_13322	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:9541:9401.1	Cluster_13323	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:25302:20101.1	Cluster_13324	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:10241:15144.1	Cluster_13325	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:9326:6211.1	Cluster_13326	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:10970:20481.1	Cluster_13327	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:15691:25817.1	Cluster_13328	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:25504:25078.1	Cluster_13329	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:2872:13184.1	Cluster_13330	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:8040:10438.1	Cluster_13331	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16926:8270.1	Cluster_13332	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:22653:19090.1	Cluster_13333	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:18897:11927.1	Cluster_13334	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:26586:20669.1	Cluster_13335	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:13576:27228.1	Cluster_13336	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:10657:12188.1	Cluster_13337	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:15108:28434.1	Cluster_13338	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:22294:4063.1	Cluster_13339	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:11093:18408.1	Cluster_13340	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:14685:23233.1	Cluster_13341	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:18386:11852.1	Cluster_13342	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:26316:12213.1	Cluster_13343	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:11285:27375.1	Cluster_13344	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:20914:23600.1	Cluster_13345	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:13128:24020.1	Cluster_13346	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:14473:20935.1	Cluster_13347	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:3224:17927.1	Cluster_13348	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:6855:12536.1	Cluster_13349	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:11893:13055.1	Cluster_13350	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:28652:13378.1	Cluster_13351	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:27633:16956.1	Cluster_13352	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:23182:15888.1	Cluster_13353	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:29407:16604.1	Cluster_13354	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:15655:26970.1	Cluster_13355	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:13694:20916.1	Cluster_13356	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:15871:10849.1	Cluster_13357	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:11067:18498.1	Cluster_13358	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:8290:20648.1	Cluster_13359	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:17341:7330.1	Cluster_13360	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:6294:10477.1	Cluster_13361	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:12732:13319.1	Cluster_13362	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:8410:7535.1	Cluster_13363	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:22615:20135.1	Cluster_13364	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:16075:4537.1	Cluster_13365	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:23249:20576.1	Cluster_13366	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:5741:17206.1	Cluster_13367	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:19566:2646.1	Cluster_13368	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:14940:22732.1	Cluster_13369	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:5258:17866.1	Cluster_13370	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:26908:13533.1	Cluster_13371	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:24214:10771.1	Cluster_13372	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:16075:22697.1	Cluster_13373	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:4057:7841.1	Cluster_13374	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:19408:26422.1	Cluster_13375	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:4387:16643.1	Cluster_13376	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:22425:25924.1	Cluster_13377	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:10280:27119.1	Cluster_13378	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22314:10075.1	Cluster_13379	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:26522:9754.1	Cluster_13380	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:11295:12756.1	Cluster_13381	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:28829:14313.1	Cluster_13382	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:5384:18136.1	Cluster_13383	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:10007:8141.1	Cluster_13384	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:4458:9156.1	Cluster_13385	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:11961:9258.1	Cluster_13386	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:4660:21818.1	Cluster_13387	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:16506:26531.1	Cluster_13388	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:27651:13089.1	Cluster_13389	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:7980:12410.1	Cluster_13390	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:4067:9036.1	Cluster_13391	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:14553:6341.1	Cluster_13392	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:23932:20640.1	Cluster_13393	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:20306:14557.1	Cluster_13394	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:12801:25419.1	Cluster_13395	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:24721:22969.1	Cluster_13396	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:5734:9246.1	Cluster_13397	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:8071:13226.1	Cluster_13398	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:7106:19767.1	Cluster_13399	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:28138:20780.1	Cluster_13400	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:4016:15388.1	Cluster_13401	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:16995:11140.1	Cluster_13402	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:18116:18390.1	Cluster_13403	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:9046:9491.1	Cluster_13404	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:17019:26711.1	Cluster_13405	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:18377:24323.1	Cluster_13406	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:19551:17360.1	Cluster_13407	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:8367:7707.1	Cluster_13408	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:15040:16833.1	Cluster_13409	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:9633:5911.1	Cluster_13410	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:17844:4198.1	Cluster_13411	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:26471:17692.1	Cluster_13412	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:15466:25816.1	Cluster_13413	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:4623:16961.1	Cluster_13414	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:14015:5163.1	Cluster_13415	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:14836:14715.1	Cluster_13416	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:4553:16831.1	Cluster_13417	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:2962:17327.1	Cluster_13418	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:6174:11316.1	Cluster_13419	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:24420:21833.1	Cluster_13420	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:5924:11685.1	Cluster_13421	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:21974:6620.1	Cluster_13422	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:17539:22599.1	Cluster_13423	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:4283:17615.1	Cluster_13424	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:21113:17759.1	Cluster_13425	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:11692:3291.1	Cluster_13426	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:27486:19268.1	Cluster_13427	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:20093:13010.1	Cluster_13428	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:9607:8507.1	Cluster_13429	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:22008:5737.1	Cluster_13430	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:23221:17521.1	Cluster_13431	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:25611:20234.1	Cluster_13432	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:4663:20124.1	Cluster_13433	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:15839:19054.1	Cluster_13434	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:14159:28050.1	Cluster_13435	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:12510:4130.1	Cluster_13436	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:19697:2603.1	Cluster_13437	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:10653:6792.1	Cluster_13438	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:8906:9152.1	Cluster_13439	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:17571:14958.1	Cluster_13440	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:15980:21262.1	Cluster_13441	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:18747:21321.1	Cluster_13442	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:18413:11875.1	Cluster_13443	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:14443:5361.1	Cluster_13444	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:17025:17776.1	Cluster_13445	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:6926:19957.1	Cluster_13446	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:25026:13831.1	Cluster_13447	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:20934:9181.1	Cluster_13448	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:22795:21197.1	Cluster_13449	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:9017:22588.1	Cluster_13450	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:16767:15480.1	Cluster_13451	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:21810:24662.1	Cluster_13452	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:8699:22345.1	Cluster_13453	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:18229:23076.1	Cluster_13454	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:19295:4599.1	Cluster_13455	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:20191:15039.1	Cluster_13456	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2111:10587:19432.1	Cluster_13457	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:14890:13481.1	Cluster_13458	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:26382:10054.1	Cluster_13459	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:4203:12400.1	Cluster_13460	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:18980:11606.1	Cluster_13461	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:4718:11049.1	Cluster_13462	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:22505:14646.1	Cluster_13463	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:17088:2008.1	Cluster_13464	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:9286:18541.1	Cluster_13465	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16244:14139.1	Cluster_13466	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:29183:15162.1	Cluster_13467	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:6899:18121.1	Cluster_13468	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:29323:15216.1	Cluster_13469	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:14902:12720.1	Cluster_13470	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:16873:2740.1	Cluster_13471	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:5989:17545.1	Cluster_13472	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:16866:25662.1	Cluster_13473	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:6414:22881.1	Cluster_13474	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:9171:18701.1	Cluster_13475	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:3437:12664.1	Cluster_13476	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:14028:15883.1	Cluster_13477	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:27702:17076.1	Cluster_13478	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:18355:13479.1	Cluster_13479	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:12252:9143.1	Cluster_13480	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:16733:19786.1	Cluster_13481	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2103:24485:23388.1	Cluster_13482	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:1941:15732.1	Cluster_13483	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:13697:12076.1	Cluster_13484	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:25973:10998.1	Cluster_13485	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2113:13515:4545.1	Cluster_13486	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:9017:5004.1	Cluster_13487	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:6357:24728.1	Cluster_13488	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:5859:10483.1	Cluster_13489	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:10241:18057.1	Cluster_13490	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:8023:19646.1	Cluster_13491	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:21168:21314.1	Cluster_13492	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:23104:16138.1	Cluster_13493	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:20429:8643.1	Cluster_13494	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:23451:4343.1	Cluster_13495	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:6895:19939.1	Cluster_13496	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:17872:3511.1	Cluster_13497	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:23406:17492.1	Cluster_13498	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2110:4275:18024.1	Cluster_13499	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:23953:5398.1	Cluster_13500	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:13801:12415.1	Cluster_13501	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:19080:11279.1	Cluster_13502	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1102:12383:5265.1	Cluster_13503	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:17644:2356.1	Cluster_13504	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:6175:24314.1	Cluster_13505	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:28874:11310.1	Cluster_13506	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:16236:4412.1	Cluster_13507	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:10684:10346.1	Cluster_13508	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2102:25949:8822.1	Cluster_13509	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:21958:9483.1	Cluster_13510	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:17129:29037.1	Cluster_13511	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2107:19954:18292.1	Cluster_13512	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2114:22487:20433.1	Cluster_13513	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:10235:10390.1	Cluster_13514	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2112:15450:10191.1	Cluster_13515	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:8498:23940.1	Cluster_13516	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:23221:15553.1	Cluster_13517	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2104:13929:23052.1	Cluster_13518	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2105:21257:12942.1	Cluster_13519	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2101:11133:12096.1	Cluster_13520	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1104:20433:11207.1	Cluster_13521	2	2	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:8872:14030.1	Cluster_13522	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2109:20857:7502.1	Cluster_13523	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:11892:27869.1	Cluster_13524	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1103:21284:24868.1	Cluster_13525	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:1101:18305:16762.1	Cluster_13526	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2106:26763:20068.1	Cluster_13527	1	1	0
ERR619083.M00704:57:000000000-A5HJE:1:2108:9043:26388.1	Cluster_13528	1	1	0
