	DLT0.LOT08	DLT0.LOT05	DLT0.LOT03	DLT0.LOT07	DLT0.LOT06	DLT0.LOT01	DLT0.LOT04	DLT0.LOT10	MVT0.LOT05	MVT0.LOT01	MVT0.LOT06	MVT0.LOT07	MVT0.LOT03	MVT0.LOT09	MVT0.LOT08	MVT0.LOT10	BHT0.LOT01	BHT0.LOT07	BHT0.LOT06	BHT0.LOT03	BHT0.LOT10	BHT0.LOT05	BHT0.LOT04	BHT0.LOT08	VHT0.LOT02	VHT0.LOT10	VHT0.LOT03	VHT0.LOT01	VHT0.LOT08	VHT0.LOT06	VHT0.LOT07	VHT0.LOT04	SFT0.LOT08	SFT0.LOT07	SFT0.LOT06	SFT0.LOT03	SFT0.LOT02	SFT0.LOT05	SFT0.LOT04	SFT0.LOT01	FST0.LOT07	FST0.LOT08	FST0.LOT05	FST0.LOT06	FST0.LOT01	FST0.LOT03	FST0.LOT10	FST0.LOT02	FCT0.LOT06	FCT0.LOT10	FCT0.LOT05	FCT0.LOT03	FCT0.LOT08	FCT0.LOT02	FCT0.LOT07	FCT0.LOT01	CDT0.LOT10	CDT0.LOT08	CDT0.LOT05	CDT0.LOT04	CDT0.LOT06	CDT0.LOT09	CDT0.LOT07	CDT0.LOT02
MVT0.LOT06	0.587805877890024	0.545654884093718	0.545221000981071	0.536046060115309	0.547861721818576	0.526144635222589	0.501865313538641	0.49158920035205	0.331739068420206	0.339264896970495	0	0.297467880822539	0.331145701918065	0.335652123555208	0.3657857827108	0.446482819092868	0.694274724692169	0.593612062558887	0.616835237314978	0.597185589434907	0.577860643185299	0.598414485886062	0.567724348262032	0.593284380681644	0.603554946783307	0.633482839543541	0.608656293167656	0.590008373995523	0.578590782979196	0.582206931859493	0.632217903176407	0.626661791365637	0.725729936596583	0.684899741790611	0.64654408525563	0.684727494711247	0.661376418010589	0.774179520904025	0.736105092686921	0.68711245845004	0.615552512021822	0.604865880603795	0.622396233837507	0.602026005688744	0.66278906259987	0.62953560371517	0.603303944683879	0.609910013745859	0.705415610940713	0.67800967376918	0.661919476228355	0.669097946248604	0.623620820363403	0.638518604077304	0.63248829525473	0.658488245139471	0.660268411340379	0.626543910214631	0.636157564400211	0.645400391178809	0.703211450661619	0.649687108237373	0.693974196189064	0.682711470208066
MVT0.LOT07	0.61864308322875	0.611818469479788	0.59981083886476	0.550797389063938	0.560159326419907	0.540323970755462	0.52985140054775	0.53499269362578	0.344252918042179	0.379627602148552	0.297467880822539	0	0.384593686533109	0.352788744269786	0.386963348742856	0.452812223228689	0.710943878254914	0.587519555825324	0.608224851897987	0.606084842280376	0.580025910581504	0.603327324779981	0.551570362970455	0.563833487279486	0.585167657723446	0.617406714964556	0.582670217219922	0.584997829206178	0.570536179813963	0.580232692573407	0.638166297438378	0.597463413325464	0.732472574284384	0.679275897119762	0.653829078892409	0.700081521942366	0.680241584439456	0.780236401638219	0.743940306293757	0.642224606549757	0.579811733299539	0.567711644537105	0.605776748818564	0.580667156236645	0.649970163673562	0.612125653560558	0.581932865388163	0.601397598668605	0.77969462125418	0.707708608197918	0.704712363854448	0.711908639722691	0.674044905136462	0.656479273478076	0.67614742042211	0.696636268192766	0.724424687703224	0.678761953836594	0.666637570467358	0.688915508979972	0.741123202313079	0.721820071995388	0.753084589916457	0.740384225726536
MVT0.LOT03	0.591863670943275	0.567988914043008	0.557638651509441	0.528779792879972	0.562515420879508	0.519221332151365	0.532714211426242	0.529163234528229	0.426499745335408	0.377262160139686	0.331145701918065	0.384593686533109	0	0.33285747787733	0.351116344037268	0.41778123621577	0.662643679177062	0.592599146422067	0.631307475093502	0.59768862110988	0.578730901143977	0.574624749645566	0.547551529511342	0.576465942512461	0.597837944812719	0.604165126430776	0.606326904482894	0.613267941467377	0.603011550827324	0.592119483900208	0.630342233581405	0.598170940361166	0.67597600388833	0.647232706456474	0.631525970079292	0.650527453221784	0.627385060627985	0.731088166894238	0.694742852955008	0.618764488231098	0.611687315227213	0.554726790841235	0.573696773313732	0.543046305965137	0.608035639780725	0.596399894679473	0.574726188507268	0.590652313153281	0.692822827194643	0.670946345588412	0.623300466086587	0.636750257414212	0.609499153854463	0.630187523954282	0.612616543004979	0.64883470416792	0.676335552352225	0.641489702220821	0.66032726956219	0.671512075991561	0.701843071583386	0.675300276058751	0.716235142873149	0.693949185684871
MVT0.LOT09	0.648091675937164	0.633552027374568	0.621505520270409	0.616254476893418	0.631369662139339	0.594166899705548	0.600890404922583	0.600172117777736	0.407640302928657	0.339701840701725	0.335652123555208	0.352788744269786	0.33285747787733	0	0.313296834858668	0.338962901783314	0.704906758656356	0.602536585698097	0.668970176341356	0.608216121587123	0.591288782326977	0.605834202855441	0.578792199784184	0.568423150305418	0.594909889834403	0.613654868507421	0.629159711470505	0.624093337101526	0.575148344663167	0.602329104221102	0.64970598074111	0.605146394756009	0.710858977658991	0.67423777971657	0.664329330858579	0.694258577520772	0.640549781774244	0.76083793298659	0.722831548577418	0.657381402557974	0.679721390186637	0.605150577711852	0.61454072788758	0.592184462431328	0.693779753594268	0.676784959729567	0.634409844544719	0.683950460463639	0.731515119872035	0.697722135112	0.688154705405483	0.700662079311744	0.668101506946097	0.666100227159488	0.668415918527684	0.69361949536312	0.689388484196313	0.668544641613411	0.680135584907211	0.698527575969565	0.731470872301241	0.707371303622371	0.735960040975715	0.726661776225368
MVT0.LOT08	0.634157217671223	0.626263503156196	0.598884303073349	0.582185869190626	0.599852041400804	0.582909396008794	0.570757989318291	0.577177320887879	0.381873907421569	0.329533020965459	0.3657857827108	0.386963348742856	0.351116344037268	0.313296834858668	0	0.299140393704877	0.69162844598234	0.606195108709929	0.650905925109548	0.609240421985688	0.593947188550074	0.606888306213453	0.606906339399978	0.578633692528393	0.609816974670745	0.646371054767745	0.650400860722591	0.657972688566995	0.614744589255541	0.626501147461913	0.671145874240146	0.643379288979517	0.673635253371624	0.669895401279009	0.648685537666863	0.669741072182775	0.63746678495104	0.732734406243419	0.701593140768143	0.618165095899471	0.635372338973923	0.575963895339013	0.603729425173851	0.580121419834997	0.644019128268263	0.640299956337616	0.624362768818717	0.643968646829898	0.708385034554486	0.683725741846586	0.687780446292222	0.697826337756832	0.65166529122722	0.660924698423154	0.668929578048909	0.684082952214499	0.69078163858222	0.64822036532226	0.674155031793144	0.709594382845313	0.7137675719173	0.68808706100097	0.725238073497007	0.699855416029865
MVT0.LOT10	0.681368106810379	0.672480919375232	0.676865051302093	0.659199814669702	0.687390201791673	0.671075799780237	0.63868115122199	0.661952642026091	0.451378242488206	0.414292520359	0.446482819092868	0.452812223228689	0.41778123621577	0.338962901783314	0.299140393704877	0	0.691197398272738	0.6258758509032	0.687527187700095	0.631074423908904	0.630477521760759	0.6489687337254	0.65161815377952	0.604789239240702	0.602050285648	0.640153207181349	0.681953528728555	0.659808247136183	0.630083096250347	0.628585436600587	0.664995697038197	0.668802393110815	0.696192756105778	0.703563519359462	0.691306915401039	0.719026258355003	0.676782695115242	0.750655035577808	0.720151425069458	0.666072010979606	0.699080250476163	0.649037535480704	0.685566062900172	0.649541335265425	0.711394382030949	0.715736497042669	0.713491262938821	0.718493131240661	0.735378076939315	0.729568954805073	0.714681065163119	0.745840162875878	0.714306926213756	0.709072385599931	0.712562022995835	0.737345939091652	0.730574139794153	0.705718719424114	0.741792610382839	0.752246240062943	0.773623171339197	0.725259878056573	0.764768573759646	0.75680215530665
BHT0.LOT01	0.667908220228918	0.654555576021776	0.656036829322888	0.65346769404179	0.652332711222095	0.678086639567191	0.672559484424598	0.645973578352584	0.692722912833152	0.707960752134748	0.694274724692169	0.710943878254914	0.662643679177062	0.704906758656356	0.69162844598234	0.691197398272738	0	0.548632837387813	0.531576508123238	0.529863111526884	0.558079113326196	0.542816463305982	0.592487578078696	0.629009181681174	0.667173768462833	0.664406535535851	0.688724795678362	0.69339819535297	0.69855922665976	0.695320966477718	0.681010669040041	0.687967466755692	0.653773471345879	0.664779574836372	0.65335691408827	0.664585164656495	0.671720667756844	0.723012761655853	0.690185220428886	0.63799834416339	0.628986817484179	0.690566013624344	0.661612976603721	0.669559581612063	0.610142435187289	0.605148307639854	0.632142123997803	0.636783019143056	0.722588487844887	0.640527079457638	0.610334861869363	0.625165946118772	0.63330674865689	0.660217510925765	0.646558775192896	0.624229333036772	0.685141336216267	0.708589374360361	0.710637061659083	0.705217816031775	0.723955129703202	0.687196645858068	0.751924086702905	0.744725958835001
BHT0.LOT07	0.649716040639555	0.623946120127425	0.626627404497052	0.616689002128763	0.598596307316652	0.603897544366488	0.624028669717845	0.610466024612451	0.600157947768307	0.63077043825606	0.593612062558887	0.587519555825324	0.592599146422067	0.602536585698097	0.606195108709929	0.6258758509032	0.548632837387813	0	0.417328200324823	0.462256299853094	0.421581552290454	0.390079812092033	0.417221267372338	0.410936566805915	0.529687187581096	0.522239009057125	0.54738073152343	0.556509748646997	0.533509139061478	0.53366479001483	0.530908926614231	0.560520281736505	0.709707740030646	0.714745844740917	0.690014873442936	0.697711557001269	0.702286033638493	0.763567424760619	0.755694557941365	0.669411419436467	0.638274048354541	0.680002983433217	0.680399363046796	0.672832366320871	0.678528620621921	0.672728365113816	0.655911450119003	0.657909150619428	0.759434381940191	0.711028743059544	0.702791348977689	0.72011508343337	0.704376038237111	0.720323035013335	0.705042788797886	0.697146183967743	0.681765801127214	0.698101476543325	0.676136120822869	0.678530331848068	0.728328642632409	0.687473903966597	0.743987839343645	0.743937334398847
BHT0.LOT06	0.638951462108691	0.624616840618335	0.617763570782328	0.619821239585772	0.589892792216391	0.616590791646108	0.597561367739209	0.626458549794774	0.571103044815932	0.651867996623308	0.616835237314978	0.608224851897987	0.631307475093502	0.668970176341356	0.650905925109548	0.687527187700095	0.531576508123238	0.417328200324823	0	0.475596813222579	0.420163541145941	0.371650709912726	0.43361747382683	0.392295406601099	0.501633756202452	0.512160046706752	0.503389074480522	0.505285597860461	0.484457836801512	0.511325525413232	0.499935354530963	0.513126469839904	0.711978794089379	0.724077431380588	0.672858923993316	0.696529377785655	0.724003633557534	0.784483980133194	0.749744708524519	0.697198757922023	0.645692463649237	0.680309053835573	0.671271811314185	0.686614343923232	0.674626902162909	0.673425093171969	0.662823152440687	0.664138563719266	0.75396372317513	0.706132766396709	0.713600859463872	0.695476184257374	0.682752036156246	0.714933936605716	0.698157637118894	0.688871668312617	0.744569204457443	0.73496193256626	0.685226392674088	0.680736440848603	0.755904853135609	0.733439610520097	0.775768148160952	0.754062824994675
BHT0.LOT03	0.639136285748481	0.611162348113075	0.610689586260131	0.614532627762449	0.593296237144339	0.594659302586651	0.613381627295081	0.591446422830683	0.592090704953444	0.63829206525338	0.597185589434907	0.606084842280376	0.59768862110988	0.608216121587123	0.609240421985688	0.631074423908904	0.529863111526884	0.462256299853094	0.475596813222579	0	0.437696464907994	0.521991238078304	0.489788717942242	0.519131601950328	0.607431954341549	0.637034251083435	0.605384142524801	0.627805865147449	0.619974561617917	0.592727638320537	0.597794685733595	0.61629062227996	0.65076644788507	0.687936330497703	0.683231398832337	0.653889511930132	0.690896842302016	0.735696473748463	0.730645232569796	0.684415465777514	0.59477985883106	0.629859156927518	0.640639325571191	0.595590344402458	0.639621881576596	0.65634275611177	0.644714601030857	0.619152132863308	0.706132519938218	0.671303140110613	0.707904161647762	0.68956825512788	0.669109732448223	0.681441959633902	0.678540181995475	0.683810181523622	0.696161191047055	0.678249503055227	0.664288270363268	0.648784009762125	0.732408700446771	0.693342304117357	0.739504055605653	0.722966867698204
