level1	level2	level3	gene_family
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.4
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K01241
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.5
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K18153
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K19980
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.6
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K01242
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K18152
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.7
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.8
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K10213
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.9
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K01243
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K18284
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.10
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K06966
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.11
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.12
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.13
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.14
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.15
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.16
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K01244
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.17
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K21522
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.19
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K01245
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.20
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K01246
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.21
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K01247
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K03652
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K13529
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.22
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.23
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K10563
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.24
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K05521
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.25
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.26
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K11783
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.27
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K03648
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K21929
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K25266
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.28
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K03649
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.29
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K20813
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.30
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K18284
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.31
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K03575
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	EC:3.2.2.-
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K03653
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K03660
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K05522
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K06966
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K09935
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K10567
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K10568
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K10800
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K10801
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K10861
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K22522
Hydrolases	Glycosylases	Hydrolysing N-glycosyl compounds	K22928
Hydrolases	Glycosylases	Glycosylases	EC:3.2.-.-
Hydrolases	Glycosylases	Glycosylases	K01250
Hydrolases	Glycosylases	Glycosylases	K12700
Hydrolases	Acting on ether bonds	Thioether and trialkylsulfonium hydrolases	EC:3.3.1.1
Hydrolases	Acting on ether bonds	Thioether and trialkylsulfonium hydrolases	K01251
Hydrolases	Acting on ether bonds	Thioether and trialkylsulfonium hydrolases	EC:3.3.1.2
Hydrolases	Acting on ether bonds	Thioether and trialkylsulfonium hydrolases	K21534
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.1
Hydrolases	Acting on ether bonds	Ether hydrolases	K01252
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.2
Hydrolases	Acting on ether bonds	Ether hydrolases	K18575
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.4
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.6
Hydrolases	Acting on ether bonds	Ether hydrolases	K01254
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.7
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.8
Hydrolases	Acting on ether bonds	Ether hydrolases	K10533
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.9
Hydrolases	Acting on ether bonds	Ether hydrolases	K01253
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.10
Hydrolases	Acting on ether bonds	Ether hydrolases	K08726
Hydrolases	Acting on ether bonds	Ether hydrolases	K22368
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.11
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.12
Hydrolases	Acting on ether bonds	Ether hydrolases	K02618
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.13
Hydrolases	Acting on ether bonds	Ether hydrolases	K18239
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.14
Hydrolases	Acting on ether bonds	Ether hydrolases	K20837
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.15
Hydrolases	Acting on ether bonds	Ether hydrolases	K20261
Hydrolases	Acting on ether bonds	Ether hydrolases	EC:3.3.2.-
Hydrolases	Acting on ether bonds	Acting on ether bonds	EC:3.3.-.-
Hydrolases	Acting on ether bonds	Acting on ether bonds	K22369
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.1
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01255
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K11142
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.2
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01256
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K11140
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.3
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01257
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.4
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01258
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.5
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01259
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K11142
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.6
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01260
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K19701
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.7
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01261
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K11141
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.9
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01262
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K14208
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.10
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K05994
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K19701
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.13
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.14
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K08776
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.15
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01264
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.16
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.17
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.18
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01265
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.19
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01266
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.20
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.21
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01267
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.22
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01268
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.23
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K07751
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.24
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K19702
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.25
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K20750
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.26
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K18573
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	EC:3.4.11.-
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K01269
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K08326
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K09604
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K09605
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K09606
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K09611
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K09612
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K13721
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K13722
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K13723
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K13724
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K13725
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K16203
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K18530
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K19689
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K20608
Hydrolases	Acting on peptide bonds (peptidases)	Aminopeptidases	K20609
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.4
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.5
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.7
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.9
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K01271
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K14213
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.12
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.17
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.18
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K08660
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.19
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K01273
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.20
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K05604
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.21
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K05995
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.22
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K08641
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K18866
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.23
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K23980
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	EC:3.4.13.-
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K01270
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K01274
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidases	K15428
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.1
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K01275
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.2
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K01276
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.4
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K01277
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.5
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K01278
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K08655
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K08656
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.6
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.9
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K01279
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.10
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K01280
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.11
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K01281
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.12
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K18574
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.13
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K20742
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.14
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K24697
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	EC:3.4.14.-
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K01282
Hydrolases	Acting on peptide bonds (peptidases)	Dipeptidyl-peptidases and tripeptidyl-peptidases	K08787
Hydrolases	Acting on peptide bonds (peptidases)	Peptidyl-dipeptidases	EC:3.4.15.1
Hydrolases	Acting on peptide bonds (peptidases)	Peptidyl-dipeptidases	K01283
Hydrolases	Acting on peptide bonds (peptidases)	Peptidyl-dipeptidases	EC:3.4.15.4
Hydrolases	Acting on peptide bonds (peptidases)	Peptidyl-dipeptidases	EC:3.4.15.5
Hydrolases	Acting on peptide bonds (peptidases)	Peptidyl-dipeptidases	K01284
Hydrolases	Acting on peptide bonds (peptidases)	Peptidyl-dipeptidases	EC:3.4.15.6
Hydrolases	Acting on peptide bonds (peptidases)	Peptidyl-dipeptidases	K13282
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	EC:3.4.16.2
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K01285
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	EC:3.4.16.4
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K01286
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K02545
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K03587
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K05365
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K05366
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K05515
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K07258
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K07259
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K12555
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K18770
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K18988
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K21464
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K21469
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	EC:3.4.16.5
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K13289
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	EC:3.4.16.6
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K01288
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	EC:3.4.16.-
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K09645
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K09646
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K09756
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K09757
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K16296
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K16297
Hydrolases	Acting on peptide bonds (peptidases)	Serine-type carboxypeptidases	K16298
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.1
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K08779
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K08780
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K08781
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K08782
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.2
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01291
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.3
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01292
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.4
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01293
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.6
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.8
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.10
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01294
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.11
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01295
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.12
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01296
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.13
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01297
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K13694
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.14
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K07260
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K08640
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K18866
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.15
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01298
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.16
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.17
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K23355
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.18
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K05996
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.19
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01299
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.20
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01300
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.21
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01301
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K14592
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.22
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K07752
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.23
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K09708
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.24
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K23435
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K23436
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K23438
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K23439
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	EC:3.4.17.-
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01290
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K01302
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K08637
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K08638
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K08783
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K13022
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K13048
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K13049
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K23009
Hydrolases	Acting on peptide bonds (peptidases)	Metallocarboxypeptidases	K23437
Hydrolases	Acting on peptide bonds (peptidases)	Cysteine-type carboxypeptidases	EC:3.4.18.1
Hydrolases	Acting on peptide bonds (peptidases)	Cysteine-type carboxypeptidases	K08568
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	EC:3.4.19.1
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K01303
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	EC:3.4.19.2
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	EC:3.4.19.3
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K01304
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	EC:3.4.19.5
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K13051
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	EC:3.4.19.6
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K01306
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	EC:3.4.19.7
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	EC:3.4.19.9
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K01307
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	EC:3.4.19.11
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K01308
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	EC:3.4.19.12
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K01309
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K05609
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K05610
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K05611
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K08588
Hydrolases	Acting on peptide bonds (peptidases)	Omega peptidases	K08601
