level1	level2	level3	gene_family
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K15766
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K15767
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.15
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K18074
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K18075
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.16
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.17
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K05916
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.18
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K08689
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K15750
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.19
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K05708
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K05709
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.22
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K15751
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.23
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K14579
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K14580
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.24
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K14579
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K14580
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.25
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K10619
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K16303
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.26
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K03268
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K16268
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	EC:1.14.12.-
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K05549
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K05550
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K14599
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K14600
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K14748
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K14749
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K18251
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K18252
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K22715
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of two atoms of oxygen into the other donor	K22716
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.1
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K00480
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.2
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K00481
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.4
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.5
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.6
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.7
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K03380
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.8
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K00485
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.9
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K00486
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.10
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K19189
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.14
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.16
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K23517
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.18
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.19
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.20
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K10676
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.22
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K03379
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.23
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K19065
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.24
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K22270
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.25
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K16157
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K16158
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K16159
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K16161
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.27
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.29
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21726
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.31
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.32
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K17689
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.33
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.34
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.35
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.38
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K14256
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.39
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K13240
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K13241
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K13242
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K13427
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.40
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K09461
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.43
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.44
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.46
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.50
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K03391
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.51
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.54
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.58
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.59
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K03897
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.61
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.62
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.63
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K10438
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.64
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.66
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.69
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K22353
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K22354
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K22357
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K22358
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K22359
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.81
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K04035
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.82
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K03862
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.83
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K02229
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.84
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K14520
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.92
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K18229
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.101
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K13608
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.105
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.107
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K14733
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.111
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K16968
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K16969
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.113
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K16839
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K22879
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.114
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K14974
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.122
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K13600
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.127
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K05712
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.128
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21724
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.130
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.131
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K16967
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.135
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.146
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K20512
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.147
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21720
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.148
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K18277
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.149
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K02609
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K02611
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.153
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.154
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K14370
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.155
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.160
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21730
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.161
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.163
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K15359
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K18276
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.166
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21725
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21726
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.167
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21725
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.168
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K11816
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.170
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K18091
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.171
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K18091
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.172
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K18242
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K18243
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	EC:1.14.13.178
Oxidoreductases	Acting on paired donors, with incorporation or reduction of molecular oxygen	With NADH or NADPH as one donor, and incorporation of one atom of oxygen into the other donor	K21722
